"Date","Price","Open","High","Low","Vol.","Change %"
"04/22/2022","102.07","104.07","104.22","101.06","246.12K","-1.66%"
"04/21/2022","103.79","102.50","105.42","102.01","280.32K","1.01%"
"04/20/2022","102.75","103.05","104.16","100.70","17.02K","0.19%"
"04/19/2022","102.56","107.75","108.92","102.10","71.79K","-5.22%"
"04/18/2022","108.21","107.03","109.81","106.00","68.49K","1.18%"
"04/14/2022","106.95","104.20","107.64","102.12","244.95K","2.59%"
"04/13/2022","104.25","100.91","104.47","99.87","312.50K","3.63%"
"04/12/2022","100.60","95.17","101.35","94.84","329.04K","6.69%"
"04/11/2022","94.29","98.40","98.52","92.93","315.87K","-4.04%"
"04/08/2022","98.26","97.17","98.76","95.29","310.08K","2.32%"
"04/07/2022","96.03","97.16","98.82","93.81","367.32K","-0.21%"
"04/06/2022","96.23","101.24","104.02","95.73","366.04K","-5.62%"
"04/05/2022","101.96","103.66","105.59","99.88","280.28K","-1.28%"
"04/04/2022","103.28","98.95","103.94","98.05","288.13K","4.04%"
"04/01/2022","99.27","101.23","101.75","97.78","324.78K","-1.01%"
"03/31/2022","100.28","107.45","107.80","99.66","450.85K","-6.99%"
"03/30/2022","107.82","105.24","108.75","104.55","284.54K","3.43%"
"03/29/2022","104.24","103.47","107.84","98.44","387.20K","-1.62%"
"03/28/2022","105.96","112.92","112.93","102.83","372.25K","-6.97%"
"03/25/2022","113.90","111.75","114.12","108.68","320.30K","1.39%"
"03/24/2022","112.34","114.47","116.64","110.61","307.24K","-2.25%"
"03/23/2022","114.93","108.85","115.40","108.38","289.18K","2.84%"
"03/22/2022","111.76","112.90","115.01","109.30","22.94K","-0.32%"
"03/21/2022","112.12","105.13","112.69","104.08","77.22K","7.09%"
"03/18/2022","104.70","103.62","106.28","102.30","74.25K","1.67%"
"03/17/2022","102.98","95.34","104.24","94.85","210.76K","8.35%"
"03/16/2022","95.04","95.23","99.22","94.07","293.95K","-1.45%"
"03/15/2022","96.44","102.28","102.58","93.53","401.69K","-6.38%"
"03/14/2022","103.01","109.42","109.72","99.76","344.18K","-5.78%"
"03/11/2022","109.33","105.99","110.29","104.48","368.19K","3.12%"
"03/10/2022","106.02","110.41","114.88","105.53","437.92K","-2.47%"
"03/09/2022","108.70","124.66","126.84","103.63","594.77K","-12.13%"
"03/08/2022","123.70","120.67","129.44","117.07","583.11K","3.60%"
"03/07/2022","119.40","121.33","130.50","115.54","576.02K","3.22%"
"03/04/2022","115.68","107.96","116.02","107.25","493.88K","7.44%"
"03/03/2022","107.67","111.33","116.57","106.43","592.03K","-2.65%"
"03/02/2022","110.60","107.12","112.51","105.18","651.85K","6.95%"
"03/01/2022","103.41","96.09","106.78","95.32","698.81K","8.03%"
"02/28/2022","95.72","94.99","99.10","94.43","490.80K","4.51%"
"02/25/2022","91.59","93.32","95.64","90.06","523.79K","-1.31%"
"02/24/2022","92.81","92.52","100.54","91.45","872.24K","0.77%"
"02/23/2022","92.10","91.74","93.90","90.64","440.57K","-0.27%"
"02/22/2022","92.35","91.75","96.00","90.35","40.75K","-0.32%"
"02/21/2022","92.65","91.62","93.91","89.08","","1.12%"
"02/20/2022","91.62","91.22","91.74","91.08","","0.60%"
"02/18/2022","91.07","91.63","92.66","89.03","150.38K","-0.75%"
"02/17/2022","91.76","90.90","93.36","90.62","212.55K","-2.03%"
"02/16/2022","93.66","92.21","95.01","90.00","401.45K","1.73%"
"02/15/2022","92.07","94.83","95.17","90.66","442.64K","-3.55%"
"02/14/2022","95.46","93.91","95.82","92.09","467.07K","2.53%"
"02/11/2022","93.10","90.00","94.66","89.19","554.42K","3.58%"
"02/10/2022","89.88","90.01","91.74","89.03","492.09K","0.25%"
"02/09/2022","89.66","89.86","90.58","88.41","445.62K","0.34%"
"02/08/2022","89.36","91.64","91.68","88.51","467.39K","-2.15%"
"02/07/2022","91.32","91.82","92.73","90.73","497.75K","-1.07%"
"02/04/2022","92.31","90.19","93.17","90.07","410.93K","2.26%"
"02/03/2022","90.27","87.98","90.45","86.75","465.77K","2.28%"
"02/02/2022","88.26","88.35","89.72","87.10","456.86K","0.07%"
"02/01/2022","88.20","88.15","88.87","86.55","376.84K","0.06%"
"01/31/2022","88.15","87.45","88.39","86.34","359.08K","1.53%"
"01/28/2022","86.82","87.50","88.84","86.44","436.17K","0.24%"
"01/27/2022","86.61","87.15","88.54","86.20","427.80K","-0.85%"
"01/26/2022","87.35","85.26","87.95","85.01","459.64K","2.04%"
"01/25/2022","85.60","84.15","85.71","82.99","507.22K","2.75%"
"01/24/2022","83.31","84.91","86.09","81.90","511.70K","-2.15%"
"01/21/2022","85.14","84.57","85.56","82.78","509.10K","-2.03%"
"01/20/2022","86.90","86.23","87.82","86.00","30.39K","-0.07%"
"01/19/2022","86.96","86.61","87.91","85.77","113.15K","1.79%"
"01/18/2022","85.43","84.32","86.63","83.50","163.64K","2.08%"
"01/17/2022","83.69","83.84","83.95","82.94","","-0.17%"
"01/16/2022","83.83","83.78","84.09","83.68","","0.01%"
"01/14/2022","83.82","81.73","84.45","81.58","364.44K","2.07%"
"01/13/2022","82.12","82.82","82.94","81.39","364.77K","-0.63%"
"01/12/2022","82.64","81.38","83.10","81.17","420.62K","1.75%"
"01/11/2022","81.22","78.42","81.59","78.36","481.82K","3.82%"
"01/10/2022","78.23","78.88","79.45","77.83","389.96K","-0.85%"
"01/07/2022","78.90","79.62","80.47","78.52","414.43K","-0.70%"
"01/06/2022","79.46","77.24","80.24","76.73","476.67K","2.07%"
"01/05/2022","77.85","77.18","78.58","76.51","397.90K","1.12%"
"01/04/2022","76.99","76.02","77.64","75.70","372.85K","1.20%"
"01/03/2022","76.08","75.69","76.46","74.27","317.63K","1.16%"
"12/31/2021","75.21","76.66","77.08","74.95","237.12K","-2.31%"
"12/30/2021","76.99","76.58","77.44","75.78","231.16K","0.56%"
"12/29/2021","76.56","76.04","77.37","75.36","283.56K","0.76%"
"12/28/2021","75.98","75.97","76.92","75.53","249.73K","0.54%"
"12/27/2021","75.57","73.38","76.09","72.57","268.49K","2.41%"
"12/23/2021","73.79","73.03","73.95","72.27","270.22K","1.42%"
"12/22/2021","72.76","71.27","73.16","70.80","306.71K","2.31%"
"12/21/2021","71.12","69.21","71.55","68.56","358.78K","4.24%"
"12/20/2021","68.23","70.07","70.07","66.04","36.73K","-3.71%"
"12/17/2021","70.86","71.92","72.26","69.89","78.13K","-2.10%"
"12/16/2021","72.38","71.48","72.99","71.03","142.54K","2.13%"
"12/15/2021","70.87","70.35","71.66","69.39","294.34K","0.20%"
"12/14/2021","70.73","71.12","72.03","69.51","359.45K","-0.79%"
"12/13/2021","71.29","72.04","73.00","70.71","406.60K","-0.53%"
"12/10/2021","71.67","70.68","72.33","70.32","397.88K","1.03%"
"12/09/2021","70.94","72.52","73.34","70.39","393.21K","-1.96%"
"12/08/2021","72.36","71.86","73.00","70.91","464.85K","0.43%"
"12/07/2021","72.05","69.72","73.03","69.52","496.53K","3.68%"
"12/06/2021","69.49","67.02","70.15","66.72","401.06K","4.87%"
"12/03/2021","66.26","67.50","69.22","65.60","449.97K","-0.36%"
"12/02/2021","66.50","65.63","67.49","62.43","668.29K","1.42%"
"12/01/2021","65.57","67.01","69.49","64.84","602.45K","-0.92%"
"11/30/2021","66.18","70.04","71.22","64.43","722.48K","-5.39%"
"11/29/2021","69.95","69.23","72.93","68.86","675.09K","2.64%"
"11/26/2021","68.15","78.34","78.65","67.40","844.63K","-11.96%"
"11/25/2021","77.41","78.38","78.65","77.28","","-1.25%"
"11/24/2021","78.39","78.48","79.23","77.98","328.85K","-0.14%"
"11/23/2021","78.50","76.46","78.86","75.30","506.99K","2.28%"
"11/22/2021","76.75","75.75","77.16","74.76","465.77K","0.85%"
"11/19/2021","76.10","78.76","79.92","75.37","30.70K","-3.68%"
"11/18/2021","79.01","78.34","79.36","77.08","83.98K","0.83%"
"11/17/2021","78.36","80.54","80.69","77.69","174.47K","-2.97%"
"11/16/2021","80.76","80.93","81.81","80.03","325.67K","-0.15%"
"11/15/2021","80.88","80.66","81.20","79.30","343.48K","0.11%"
"11/12/2021","80.79","81.21","81.62","79.78","390.30K","-0.98%"
"11/11/2021","81.59","81.41","82.33","80.20","475.44K","0.31%"
"11/10/2021","81.34","84.53","84.97","80.81","555.22K","-3.34%"
"11/09/2021","84.15","82.16","84.63","81.78","504.83K","2.71%"
"11/08/2021","81.93","81.13","82.67","81.05","393.95K","0.81%"
"11/05/2021","81.27","79.37","81.80","78.96","531.05K","3.12%"
"11/04/2021","78.81","80.18","83.42","78.25","701.12K","-2.54%"
"11/03/2021","80.86","83.07","83.08","79.69","546.58K","-3.63%"
"11/02/2021","83.91","83.87","84.41","82.92","429.61K","-0.17%"
"11/01/2021","84.05","83.36","84.88","82.74","412.31K","0.57%"
"10/29/2021","83.57","83.09","83.74","81.41","507.31K","0.92%"
"10/28/2021","82.81","82.25","83.21","80.58","491.59K","0.18%"
"10/27/2021","82.66","84.39","84.51","82.01","529.95K","-2.35%"
"10/26/2021","84.65","83.72","84.88","82.97","467.72K","1.06%"
"10/25/2021","83.76","83.98","85.41","83.39","568.73K","0.00%"
"10/22/2021","83.76","82.61","84.22","81.76","465.36K","1.53%"
"10/21/2021","82.50","83.58","83.96","80.79","567.50K","-1.63%"
"10/20/2021","83.87","83.34","84.25","81.30","25.72K","1.10%"
"10/19/2021","82.96","82.37","83.74","81.80","82.61K","0.63%"
"10/18/2021","82.44","82.60","83.87","81.84","134.10K","0.19%"
"10/15/2021","82.28","81.48","82.66","81.39","277.95K","1.19%"
"10/14/2021","81.31","80.59","81.68","80.38","399.81K","1.08%"
"10/13/2021","80.44","80.58","81.04","79.42","487.22K","-0.25%"
"10/12/2021","80.64","80.50","81.62","79.47","598.18K","0.15%"
"10/11/2021","80.52","79.59","82.18","79.55","653.76K","1.47%"
"10/08/2021","79.35","78.86","80.11","78.63","662.01K","1.34%"
"10/07/2021","78.30","77.00","78.89","74.96","545.01K","1.12%"
"10/06/2021","77.43","79.04","79.78","76.83","459.06K","-1.90%"
"10/05/2021","78.93","77.58","79.48","77.47","449.62K","1.69%"
"10/04/2021","77.62","75.90","78.38","75.32","458.01K","2.29%"
"10/01/2021","75.88","75.12","75.99","74.23","389.00K","1.13%"
"09/30/2021","75.03","74.78","76.07","73.14","583.19K","0.27%"
"09/29/2021","74.83","74.38","75.79","73.74","424.19K","-0.61%"
"09/28/2021","75.29","75.43","76.67","74.24","476.14K","-0.21%"
"09/27/2021","75.45","74.19","75.75","74.16","417.83K","1.99%"
"09/24/2021","73.98","73.24","74.27","72.81","350.38K","0.93%"
"09/23/2021","73.30","71.97","73.50","71.61","403.41K","1.48%"
"09/22/2021","72.23","70.85","72.30","70.64","381.06K","2.37%"
"09/21/2021","70.56","70.59","71.63","69.67","37.61K","0.38%"
"09/20/2021","70.29","71.92","72.08","69.86","75.84K","-2.33%"
"09/17/2021","71.97","72.62","72.72","71.21","119.93K","-0.88%"
"09/16/2021","72.61","72.65","72.99","71.53","298.41K","0.00%"
"09/15/2021","72.61","70.76","73.14","70.65","418.67K","3.05%"
"09/14/2021","70.46","70.64","71.22","69.98","414.23K","0.01%"
"09/13/2021","70.45","69.74","70.97","69.51","390.94K","1.05%"
"09/10/2021","69.72","67.97","69.96","67.68","411.08K","2.32%"
"09/09/2021","68.14","69.36","69.89","67.56","556.45K","-1.67%"
"09/08/2021","69.30","68.37","69.75","68.31","389.33K","1.39%"
"09/07/2021","68.35","69.11","69.48","67.64","481.70K","-0.65%"
"09/06/2021","68.80","68.75","69.47","68.27","","0.07%"
"09/05/2021","68.75","69.22","69.23","68.73","","-0.78%"
"09/03/2021","69.29","69.76","70.53","69.05","313.09K","-1.00%"
"09/02/2021","69.99","68.29","70.61","67.84","403.31K","2.04%"
"09/01/2021","68.59","68.55","69.24","67.12","399.50K","0.13%"
"08/31/2021","68.50","69.18","69.34","68.16","325.85K","-1.03%"
"08/30/2021","69.21","69.30","69.64","67.67","360.80K","0.68%"
"08/27/2021","68.74","67.75","69.05","67.52","326.06K","1.96%"
"08/26/2021","67.42","68.00","68.31","67.02","344.29K","-1.38%"
"08/25/2021","68.36","67.63","68.54","66.92","353.74K","1.21%"
"08/24/2021","67.54","65.54","67.80","65.41","335.89K","2.89%"
"08/23/2021","65.64","61.96","66.00","61.74","397.29K","5.33%"
"08/20/2021","62.32","64.05","64.10","62.11","24.63K","-2.15%"
"08/19/2021","63.69","64.58","64.76","62.63","88.24K","-2.70%"
"08/18/2021","65.46","66.58","67.48","64.34","121.20K","-1.70%"
"08/17/2021","66.59","67.43","67.72","66.33","235.30K","-1.04%"
"08/16/2021","67.29","67.71","68.27","65.73","334.84K","-1.68%"
"08/13/2021","68.44","68.91","69.22","67.77","272.03K","-0.94%"
"08/12/2021","69.09","69.36","69.62","68.46","352.47K","-0.23%"
"08/11/2021","69.25","68.51","69.45","66.67","513.29K","1.41%"
"08/10/2021","68.29","66.85","68.90","66.56","452.13K","2.72%"
"08/09/2021","66.48","67.88","67.90","65.15","598.38K","-2.64%"
"08/06/2021","68.28","69.14","70.18","67.80","537.14K","-1.17%"
"08/05/2021","69.09","68.06","69.35","67.61","416.33K","1.38%"
"08/04/2021","68.15","70.32","70.81","67.85","582.92K","-3.42%"
"08/03/2021","70.56","71.52","71.96","69.19","509.94K","-0.98%"
"08/02/2021","71.26","73.91","73.95","70.55","448.20K","-3.64%"
"07/30/2021","73.95","73.41","74.23","72.93","303.70K","0.45%"
"07/29/2021","73.62","72.40","73.68","72.26","294.46K","1.70%"
"07/28/2021","72.39","71.90","72.60","71.70","318.91K","1.03%"
"07/27/2021","71.65","72.22","72.33","71.08","333.12K","-0.36%"
"07/26/2021","71.91","72.18","72.43","70.56","395.74K","-0.22%"
"07/23/2021","72.07","71.71","72.21","71.39","274.78K","0.22%"
"07/22/2021","71.91","70.22","72.03","69.86","435.18K","2.29%"
"07/21/2021","70.30","66.45","70.51","66.44","503.03K","4.27%"
"07/20/2021","67.42","66.60","67.65","65.21","29.74K","1.51%"
"07/19/2021","66.42","71.49","71.67","65.63","82.57K","-7.51%"
"07/16/2021","71.81","71.48","72.30","70.41","133.93K","0.22%"
"07/15/2021","71.65","72.96","72.96","71.40","368.68K","-2.02%"
"07/14/2021","73.13","75.17","75.44","72.21","528.36K","-2.82%"
"07/13/2021","75.25","74.18","75.52","73.68","444.08K","1.55%"
"07/12/2021","74.10","74.74","74.93","73.16","397.93K","-0.62%"
"07/09/2021","74.56","73.26","74.76","72.72","422.15K","2.22%"
"07/08/2021","72.94","72.17","73.26","70.76","529.69K","1.02%"
"07/07/2021","72.20","73.85","74.86","71.07","607.97K","-1.59%"
"07/06/2021","73.37","75.35","76.98","72.94","714.04K","-3.78%"
"07/05/2021","76.25","75.15","76.40","74.75","","1.48%"
"07/04/2021","75.14","75.22","75.28","75.00","","-0.03%"
