,date,year,gold,agnico,coal,copper,dax,dji,djt,eur,gbp,nasdaq,newmont,n_gas,oil,palladium,platinum,rgold,rio,silver,snp
303,2017-02-15,2017,1233.24,49.419998,80.0,38.3,409.4,"20,611.86","9,554.35",1.0601,1.2459,5819.439941,37.03,2.925,53.11,788.65,"1,012.35",71.150002,45.93,17.98,"2,349.25"
304,2017-02-16,2017,1238.65,47.099998,80.0,37.98,411.17,"20,619.77","9,474.98",1.0674,1.249,5814.899902,37.57,2.854,53.36,795.80,"1,014.95",71.290001,46.13,18.08,"2,347.22"
305,2017-02-17,2017,1234.97,46.82,79.9,37.3,411.05,"20,624.05","9,495.39",1.0614,1.2414,5838.580078,37.01,2.834,53.4,781.60,"1,006.35",69.949997,45.5,17.99,"2,351.16"
306,2017-02-20,2017,1237.09,,80.1,,411.71,,,1.0614,1.2461,,,2.878,53.97,772.35,"1,007.00",,,18.06,
307,2017-02-21,2017,1235.04,46.610001,80.15,38.02,415.17,"20,743.00","9,531.75",1.0537,1.2473,5865.950195,37.44,2.564,54.06,781.70,"1,004.30",71.010002,46.15,17.98,"2,365.38"
308,2017-02-22,2017,1237.12,45.470001,79.75,37.46,416.81,"20,775.60","9,448.55",1.0556,1.2451,5860.629883,36.0,2.592,53.59,771.50,"1,004.85",68.830002,,18.02,"2,362.82"
309,2017-02-22,2017,1237.12,45.470001,79.75,37.46,416.81,"20,775.60","9,448.55",1.0556,1.2451,5860.629883,36.0,2.592,53.59,771.50,"1,004.85",68.830002,44.34,18.02,"2,362.82"
310,2017-02-23,2017,1249.35,45.380001,79.8,36.85,417.33,"20,810.32","9,335.80",1.0581,1.2555,5835.509766,35.86,2.617,54.45,775.75,"1,012.10",68.82,42.51,18.19,"2,363.81"
311,2017-02-24,2017,1257.09,45.32,80.0,36.29,414.24,"20,821.76","9,421.87",1.0563,1.2468,5845.310059,36.08,2.627,53.99,773.75,"1,031.05",68.330002,41.69,18.54,"2,367.34"
312,2017-02-27,2017,1253.36,42.459999,83.5,36.82,414.64,"20,837.44","9,474.44",1.0587,1.2444,5861.899902,33.97,2.693,54.05,785.70,"1,031.95",66.260002,41.83,18.3,"2,369.75"
313,2017-02-28,2017,1246.18,42.41,83.45,36.66,417.33,"20,812.24","9,419.86",1.0577,1.2381,5825.439941,34.24,2.774,54.01,772.40,"1,022.30",66.050003,41.52,18.3,"2,363.64"
314,2017-03-01,2017,1247.29,42.200001,82.75,37.93,423.88,"21,115.55","9,593.95",1.0547,1.2295,5904.029785,34.42,2.799,53.83,779.75,"1,018.05",66.889999,42.91,18.39,"2,395.96"
315,2017-03-02,2017,1235.37,40.59,82.2,36.86,420.55,"21,002.97","9,439.47",1.0507,1.2267,5861.220215,33.6,2.804,52.61,770.45,993.95,64.580002,41.23,17.82,"2,381.92"
316,2017-03-03,2017,1234.65,41.23,80.95,37.24,417.19,"21,005.71","9,491.61",1.0623,1.2295,5870.75,34.07,2.827,53.33,768.25,"1,000.60",65.43,41.79,17.97,"2,383.12"
317,2017-03-06,2017,1225.99,40.119999,80.2,36.82,417.37,"20,954.34","9,420.28",1.0581,1.2236,5849.180176,33.01,2.901,53.2,773.70,980.60,63.389999,40.68,17.77,"2,375.31"
318,2017-03-07,2017,1216.22,39.98,79.25,36.46,415.8,"20,924.76","9,317.04",1.0566,1.22,5833.930176,,2.824,53.14,775.55,963.80,62.200001,40.62,17.5,"2,368.39"
319,2017-03-07,2017,1216.22,39.98,79.25,36.46,415.8,"20,924.76","9,317.04",1.0566,1.22,5833.930176,32.98,2.824,53.14,775.55,963.80,62.200001,40.62,17.5,"2,368.39"
320,2017-03-08,2017,1208.5,40.049999,78.65,36.06,409.45,"20,855.73","9,271.47",1.0541,1.217,5837.549805,32.89,2.901,50.28,771.15,951.45,62.18,39.9,17.26,"2,362.98"
321,2017-03-09,2017,1200.04,39.860001,78.2,35.15,409.54,"20,858.19","9,208.64",1.0577,1.2167,5838.810059,32.6,2.974,49.28,748.85,936.50,61.450001,39.41,16.93,"2,364.87"
322,2017-03-10,2017,1204.81,41.200001,78.75,35.39,408.9,"20,902.98","9,289.81",1.0672,1.2171,5861.72998,32.94,3.008,48.49,745.65,943.90,62.950001,39.39,17.04,"2,372.60"
323,2017-03-13,2017,1202.24,41.25,81.1,35.64,407.9,"20,881.48","9,251.68",1.0654,1.2219,5875.779785,33.02,3.043,48.4,755.30,939.15,63.029999,40.85,16.94,"2,373.47"
324,2017-03-14,2017,1200.35,39.919998,80.9,35.07,407.46,"20,837.37","9,123.06",1.0604,1.2154,5856.819824,32.4,2.938,47.72,742.50,939.10,61.779999,40.55,16.92,"2,365.45"
325,2017-03-15,2017,1220.59,42.990002,81.65,36.05,409.58,"20,950.10","9,229.32",1.0735,1.2292,5900.049805,34.1,2.981,48.86,746.10,958.90,65.050003,43.06,17.33,"2,385.26"
326,2017-03-16,2017,1226.58,42.25,81.1,36.0,419.83,"20,934.55","9,181.08",1.0766,1.236,5900.759766,32.81,2.902,48.75,767.25,958.65,64.800003,42.93,17.31,"2,381.38"
327,2017-03-17,2017,1229.37,42.369999,81.3,36.13,423.09,"20,914.62","9,145.50",1.0738,1.2394,5901.0,32.84,2.948,48.78,776.40,965.80,64.839996,43.03,17.41,"2,378.25"
328,2017-03-20,2017,1234.67,43.029999,80.9,36.4,420.5,"20,905.86","9,101.04",1.0739,1.2358,5901.529785,33.56,3.041,48.22,782.20,972.85,65.190002,43.26,17.45,"2,373.47"
329,2017-03-21,2017,1246.05,44.09,80.55,35.89,415.42,"20,668.01","8,930.66",1.0811,1.2479,5793.830078,34.03,3.093,47.34,788.20,972.60,66.720001,41.01,17.54,"2,344.02"
330,2017-03-22,2017,1246.16,44.369999,80.4,36.49,411.87,"20,661.30","8,987.19",1.0797,1.2484,5821.640137,33.84,3.011,48.04,790.00,962.35,67.480003,41.56,17.53,"2,348.45"
331,2017-03-23,2017,1245.77,44.330002,80.95,36.41,418.04,"20,656.58","8,936.15",1.0783,1.2521,5817.689941,33.62,3.051,47.7,800.70,962.95,67.150002,41.33,17.59,"2,345.96"
332,2017-03-24,2017,1254.9,43.830002,80.95,36.55,417.04,"20,596.72","8,928.78",1.0799,1.247,5828.740234,33.48,3.076,47.97,813.80,966.35,67.230003,40.84,17.77,"2,343.98"
333,2017-03-27,2017,1253.07,44.639999,80.95,35.79,412.24,"20,550.98","8,935.11",1.0865,1.2556,5840.370117,33.91,3.052,47.73,794.95,970.60,68.860001,40.23,18.05,"2,341.59"
334,2017-03-28,2017,1249.99,43.09,80.75,36.03,414.85,"20,701.50","9,096.83",1.0813,1.245,5875.140137,33.0,3.096,48.37,793.10,956.75,68.339996,40.86,18.14,"2,358.57"
335,2017-03-29,2017,1252.54,43.16,80.75,36.15,416.68,"20,659.32","9,075.39",1.0767,1.2434,5897.549805,33.19,3.175,49.51,790.65,959.20,69.300003,40.88,18.22,"2,361.13"
336,2017-03-30,2017,1243.63,42.27,80.7,36.2,420.59,"20,728.49","9,151.60",1.0675,1.2469,5914.339844,32.93,3.191,50.35,798.05,952.20,69.230003,41.08,18.12,"2,368.06"
337,2017-03-31,2017,1249.14,42.439999,80.75,35.89,423.63,"20,663.22","9,116.51",1.0652,1.255,5911.740234,32.96,3.19,50.6,798.50,953.40,70.050003,40.68,18.26,"2,362.72"
338,2017-04-03,2017,1255.48,43.549999,89.5,36.02,420.15,"20,650.21","9,086.24",1.0671,1.2487,5894.680176,33.89,3.128,50.24,802.85,962.65,70.25,40.47,18.28,"2,358.84"
339,2017-04-04,2017,1255.61,44.349998,89.75,36.14,421.38,"20,689.24","9,100.67",1.0673,1.2441,5898.609863,34.19,3.293,51.03,807.15,963.10,71.449997,41.03,18.29,"2,360.16"
340,2017-04-05,2017,1258.44,44.639999,89.45,36.15,419.8,"20,648.15","9,095.98",1.0663,1.2483,5864.47998,34.31,3.266,51.15,808.05,965.30,70.410004,40.75,18.34,"2,352.95"
341,2017-04-06,2017,1251.59,44.919998,89.65,36.36,421.63,"20,662.95","9,134.17",1.0644,1.247,5878.950195,34.17,3.331,51.7,804.45,959.90,71.470001,40.98,18.24,"2,357.49"
342,2017-04-07,2017,1254.3,44.59,88.2,36.23,417.9,"20,656.10","9,104.81",1.059,1.2373,5877.810059,34.31,3.261,52.24,804.05,956.80,72.07,40.61,18.0,"2,355.54"
343,2017-04-10,2017,1256.03,45.279999,86.75,36.19,416.89,"20,658.02","9,178.70",1.0596,1.2414,5880.930176,34.61,3.238,53.08,790.35,945.80,72.190002,40.87,17.97,"2,357.16"
344,2017-04-11,2017,1276.16,46.360001,84.85,36.48,419.38,"20,651.30","9,135.58",1.0602,1.2491,5866.77002,35.13,3.15,53.4,803.45,971.70,74.730003,41.44,18.37,"2,353.78"
345,2017-04-12,2017,1287.17,47.119999,84.55,35.34,417.66,"20,591.86","8,971.84",1.0666,1.254,5836.160156,35.08,3.187,53.11,796.65,976.05,74.610001,39.28,18.52,"2,344.93"
346,2017-04-13,2017,1299.7,46.619999,84.15,34.97,415.69,"20,453.25","8,874.56",1.0614,1.2506,5805.149902,34.5,3.227,53.18,796.25,976.10,74.529999,38.94,18.54,"2,328.95"
347,2017-04-14,2017,1287.43,,,,,,,1.0612,1.2524,,,,,,,,,,
348,2017-04-17,2017,1283.0,46.73,84.15,35.44,,"20,636.92","8,990.42",1.0644,1.2565,5856.790039,34.59,3.163,52.65,788.90,983.70,74.809998,39.01,18.38,"2,349.01"
349,2017-04-18,2017,1289.34,46.470001,84.35,34.96,412.55,"20,523.28","8,933.10",1.0734,1.2841,5849.470215,34.32,3.145,52.41,771.20,979.95,75.279999,38.62,18.3,"2,342.19"
350,2017-04-19,2017,1279.54,45.380001,84.1,34.9,415.71,"20,404.49","8,976.35",1.0711,1.2779,5863.029785,33.52,3.185,50.44,775.40,970.20,73.260002,38.52,18.2,"2,338.17"
351,2017-04-20,2017,1281.31,45.57,84.15,35.39,414.08,"20,578.71","9,126.13",1.0717,1.2813,5916.779785,33.67,3.159,50.27,802.80,979.70,72.68,39.57,18.02,"2,355.84"
352,2017-04-21,2017,1284.56,46.009998,84.2,35.28,415.8,"20,547.76","9,133.81",1.0728,1.2813,5910.52002,34.13,3.101,49.62,790.65,974.65,72.400002,39.53,17.94,"2,348.69"
353,2017-04-24,2017,1277.43,45.66,83.9,35.52,434.17,"20,763.89","9,282.99",1.0867,1.2794,5983.819824,33.71,3.066,49.23,795.35,966.45,72.440002,40.11,17.98,"2,374.15"
354,2017-04-25,2017,1263.8,43.459999,83.85,35.7,432.84,"20,996.12","9,249.42",1.0926,1.2841,6025.490234,32.89,3.043,49.56,796.50,956.95,70.389999,40.34,17.63,"2,388.61"
355,2017-04-26,2017,1267.4,43.610001,83.8,36.06,435.05,"20,975.09","9,167.74",1.0903,1.2847,6025.22998,32.98,3.142,49.62,804.95,951.85,70.300003,40.08,17.45,"2,387.45"
356,2017-04-27,2017,1264.31,43.48,84.8,35.4,431.96,"20,981.33","9,193.99",1.0873,1.2904,6048.939941,32.91,3.239,48.97,812.85,948.15,69.410004,39.53,17.3,"2,388.77"
357,2017-04-28,2017,1268.18,47.830002,83.55,35.37,437.82,"20,940.51","9,097.63",1.0897,1.2951,6047.609863,33.81,3.276,49.33,826.45,948.15,70.68,39.82,17.22,"2,384.20"
358,2017-05-01,2017,1256.73,46.720001,79.4,35.26,,"20,913.46","9,070.15",1.0899,1.2886,6091.600098,32.68,3.215,48.84,814.35,934.80,69.099998,40.07,16.91,"2,388.33"
359,2017-05-02,2017,1256.59,46.84,79.0,35.27,432.61,"20,949.89","9,153.97",1.093,1.2938,6095.370117,33.01,3.195,47.66,813.45,928.50,69.580002,39.84,16.86,"2,391.17"
360,2017-05-03,2017,1238.57,46.27,78.0,33.88,433.03,"20,957.90","9,133.14",1.0885,1.2867,6072.549805,32.69,3.228,47.82,799.05,898.95,68.839996,38.37,16.48,"2,388.13"
361,2017-05-04,2017,1228.54,45.349998,78.0,33.01,440.76,"20,951.47","9,138.13",1.0985,1.2921,6075.339844,32.28,3.186,45.52,800.35,904.85,67.849998,38.07,16.37,"2,389.52"
362,2017-05-05,2017,1227.92,46.669998,78.0,33.69,442.49,"21,006.94","9,189.97",1.0998,1.2981,6100.759766,32.73,3.266,46.22,812.55,914.40,69.910004,38.9,16.34,"2,399.29"
363,2017-05-08,2017,1227.74,46.619999,74.2,33.71,443.75,"21,012.28","9,092.81",1.0924,1.294,6102.660156,32.68,3.172,46.43,804.90,919.45,70.139999,38.47,16.29,"2,399.38"
364,2017-05-09,2017,1223.5,46.220001,73.85,33.83,441.43,"20,975.78","9,130.28",1.0873,1.2935,6120.589844,32.76,3.227,45.88,792.85,907.10,70.339996,38.48,16.2,"2,396.92"
365,2017-05-10,2017,1217.91,46.77,74.1,34.17,444.83,"20,943.11","9,072.35",1.0868,1.2938,6129.140137,32.95,3.292,47.33,798.55,910.45,70.489998,38.81,16.19,"2,399.63"
366,2017-05-11,2017,1225.16,47.619999,73.3,34.92,432.21,"20,919.42","9,037.99",1.0861,1.2886,6115.959961,33.48,3.376,47.83,797.95,919.10,75.290001,38.77,16.34,"2,394.44"
367,2017-05-12,2017,1228.46,48.419998,73.6,34.6,435.17,"20,896.61","9,001.14",1.0931,1.2891,6121.22998,33.75,3.424,47.84,802.50,922.00,77.059998,38.69,16.47,"2,390.90"
368,2017-05-15,2017,1231.51,48.849998,73.3,,438.13,"20,981.94","9,067.23",1.0975,1.2893,6149.669922,33.87,3.349,48.85,796.05,931.95,77.57,39.19,16.67,"2,402.32"
369,2017-05-15,2017,1231.51,48.849998,73.3,34.68,438.13,"20,981.94","9,067.23",1.0975,1.2893,6149.669922,33.87,3.349,48.85,796.05,931.95,77.57,39.19,16.67,"2,402.32"
370,2017-05-16,2017,1243.52,49.16,73.25,34.6,438.36,"20,979.75","9,062.85",1.1082,1.2917,6169.870117,33.75,3.23,48.66,791.55,944.00,78.550003,40.45,16.94,"2,400.67"
371,2017-05-17,2017,1260.03,49.529999,73.8,33.66,429.28,"20,606.93","8,783.74",1.1159,1.2973,6011.240234,34.26,3.192,49.07,776.25,947.80,79.949997,40.1,16.93,"2,357.03"
372,2017-05-18,2017,1248.84,48.810001,74.05,33.66,426.04,"20,663.02","8,818.58",1.1103,1.2939,6055.129883,33.31,3.182,49.35,764.45,933.95,78.080002,40.41,16.67,"2,365.72"
373,2017-05-19,2017,1255.41,49.240002,74.25,34.58,426.92,"20,804.84","8,879.19",1.1207,1.3035,6083.700195,33.63,3.256,50.33,759.80,940.40,78.800003,41.38,16.87,"2,381.73"
374,2017-05-22,2017,1263.33,49.130001,74.8,35.1,426.88,"20,894.83","8,964.65",1.1238,1.3,6133.620117,33.68,3.33,50.73,758.20,949.90,79.82,42.13,17.2,"2,394.02"
375,2017-05-23,2017,1251.1,47.599998,74.35,35.01,429.15,"20,937.91","9,009.67",1.1183,1.2962,6138.709961,33.05,3.219,51.47,771.80,944.40,79.169998,41.86,17.07,"2,398.42"
376,2017-05-24,2017,1257.94,48.27,74.45,34.81,429.64,"21,012.42","9,022.52",1.1219,1.2974,6163.02002,33.66,3.209,51.36,761.20,950.40,79.699997,41.5,17.19,"2,404.39"
377,2017-05-25,2017,1255.06,48.25,74.45,34.9,430.59,"21,082.95","9,163.84",1.121,1.294,6205.259766,33.43,3.184,48.9,768.50,949.55,79.970001,41.39,17.14,"2,415.07"
378,2017-05-26,2017,1266.93,49.130001,74.45,34.89,431.37,"21,080.28","9,176.20",1.1183,1.2804,6210.189941,34.11,3.236,49.8,786.70,961.95,80.75,40.98,17.35,"2,415.82"
379,2017-05-29,2017,1267.26,,73.85,,430.99,,,1.1166,1.2841,,,3.201,49.97,793.35,956.55,,,17.4,
380,2017-05-30,2017,1262.5,48.060001,74.1,35.11,434.2,"21,029.47","9,163.66",1.1185,1.2858,6203.189941,33.97,3.145,49.66,802.65,941.35,80.300003,41.3,17.36,"2,412.91"
381,2017-05-31,2017,1268.79,48.41,73.45,34.96,441.28,"21,008.65","9,163.90",1.1244,1.289,6198.52002,34.15,3.071,48.32,815.95,949.95,80.419998,40.31,17.35,"2,411.80"
382,2017-06-01,2017,1264.88,48.610001,74.5,34.72,440.88,"21,144.18","9,277.44",1.1213,1.2881,6246.830078,34.02,3.008,48.36,823.10,932.15,79.860001,40.65,17.22,"2,430.06"
383,2017-06-02,2017,1279.07,48.889999,76.0,34.53,446.3,"21,206.29","9,331.72",1.1282,1.2887,6305.799805,34.03,2.999,47.66,834.05,955.35,79.800003,40.8,17.55,"2,439.07"
384,2017-06-05,2017,1280.6,48.099998,75.9,34.69,,"21,184.04","9,307.17",1.1254,1.2903,6295.680176,33.84,2.982,47.4,841.85,954.80,79.199997,40.41,17.54,"2,436.10"
385,2017-06-06,2017,1293.73,50.580002,76.95,35.0,444.38,"21,136.23","9,274.40",1.1277,1.2911,6275.060059,,3.042,48.19,848.40,962.40,80.379997,40.96,17.7,"2,429.33"
386,2017-06-06,2017,1293.73,50.580002,76.95,35.0,444.38,"21,136.23","9,274.40",1.1277,1.2911,6275.060059,35.4,3.042,48.19,848.40,962.40,80.379997,40.96,17.7,"2,429.33"
387,2017-06-07,2017,1284.91,50.09,78.45,35.06,441.59,"21,173.69","9,334.58",1.1257,1.2961,6297.379883,35.51,3.02,45.72,828.20,945.80,79.110001,41.24,17.55,"2,433.14"
388,2017-06-08,2017,1280.24,49.669998,79.3,36.01,441.52,"21,182.53","9,332.14",1.1214,1.2953,6321.759766,35.02,3.028,45.64,846.50,940.40,79.629997,42.11,17.45,"2,433.79"
389,2017-06-09,2017,1266.69,48.200001,79.45,36.27,443.33,"21,271.97","9,327.88",1.1195,1.2745,6207.919922,34.3,3.039,45.83,856.20,940.40,77.739998,41.73,17.21,"2,431.77"
390,2017-06-12,2017,1265.34,48.110001,79.45,35.88,440.37,"21,235.67","9,388.79",1.1203,1.2656,6175.459961,34.38,3.024,46.08,864.25,944.35,77.010002,41.04,16.95,"2,429.39"
391,2017-06-13,2017,1267.4,49.27,80.85,36.16,445.83,"21,328.47","9,456.65",1.1216,1.2753,6220.370117,34.48,2.966,46.46,857.55,928.25,78.169998,41.16,16.85,"2,440.35"
392,2017-06-14,2017,1263.57,46.959999,80.5,35.34,454.04,"21,374.56","9,387.33",1.1218,1.2752,6194.890137,33.72,2.933,44.73,853.80,938.10,76.110001,39.89,16.97,"2,437.92"
393,2017-06-15,2017,1254.05,46.389999,80.8,34.35,448.35,"21,359.90","9,409.01",1.1145,1.2755,6165.5,33.04,3.056,44.46,857.95,922.60,75.449997,39.35,16.76,"2,432.46"
394,2017-06-16,2017,1253.91,46.84,80.85,34.44,448.17,"21,384.28","9,414.07",1.1197,1.2776,6151.759766,32.84,3.037,44.74,865.65,929.85,75.029999,39.3,16.7,"2,433.15"
395,2017-06-19,2017,1243.78,46.32,81.2,34.72,453.35,"21,528.99","9,476.63",1.1149,1.2736,6239.009766,32.88,2.894,44.2,855.60,924.85,75.339996,39.25,16.5,"2,453.46"
396,2017-06-20,2017,1244.91,45.700001,80.75,33.67,451.05,"21,467.14","9,303.82",1.1134,1.2631,6188.029785,32.84,2.907,43.23,867.15,924.20,75.019997,38.0,16.51,"2,437.03"
397,2017-06-21,2017,1249.16,46.419998,80.7,34.01,449.31,"21,410.03","9,292.61",1.1168,1.2671,6233.950195,33.15,2.893,42.53,876.45,928.95,76.309998,38.32,16.51,"2,435.61"
398,2017-06-22,2017,1251.38,46.549999,80.6,34.39,448.63,"21,397.29","9,319.84",1.1153,1.2682,6236.689941,33.5,2.894,42.74,880.50,926.80,77.150002,38.71,16.61,"2,434.50"
399,2017-06-23,2017,1256.84,47.84,80.65,34.88,449.68,"21,394.76","9,388.67",1.1194,1.2718,6265.25,33.81,2.929,43.01,856.65,929.75,77.82,39.17,16.72,"2,438.30"
400,2017-06-26,2017,1243.23,47.27,80.55,35.03,459.38,"21,409.55","9,442.03",1.1182,1.2721,6247.149902,33.77,3.027,43.38,863.95,919.25,77.879997,39.28,16.58,"2,439.07"
401,2017-06-27,2017,1249.39,46.080002,80.6,34.36,460.33,"21,310.66","9,383.67",1.1339,1.2816,6146.620117,33.07,3.037,44.24,858.35,921.20,77.919998,40.19,16.7,"2,419.38"
402,2017-06-28,2017,1249.83,46.459999,80.65,34.58,464.25,"21,454.61","9,517.44",1.1378,1.2926,6234.410156,33.04,3.067,44.74,854.60,922.55,79.050003,41.17,16.82,"2,440.69"
403,2017-06-29,2017,1246.38,44.75,80.95,34.77,459.07,"21,287.03","9,481.44",1.1441,1.3006,6144.350098,32.23,3.042,44.93,846.10,923.80,76.849998,41.84,16.65,"2,419.70"
404,2017-06-30,2017,1241.57,45.119999,81.0,34.63,458.36,"21,349.63","9,563.73",1.1426,1.3027,6140.419922,32.39,3.035,46.04,836.65,927.70,78.169998,42.31,16.62,"2,423.41"
405,2017-07-03,2017,1223.36,44.049999,79.45,35.09,466.57,"21,479.27","9,639.63",1.1364,1.2937,6110.060059,31.89,2.951,47.07,842.40,907.35,77.110001,43.6,16.18,"2,429.01"
406,2017-07-04,2017,1226.79,,81.15,,464.12,,,1.1345,1.292,,,2.984,47.13,850.25,917.00,,,16.16,
407,2017-07-05,2017,1226.75,44.23,83.05,35.25,464.0,"21,478.17","9,645.91",1.1353,1.2935,6150.859863,32.68,2.84,45.13,834.40,911.20,77.639999,43.29,16.09,"2,432.54"
408,2017-07-06,2017,1223.29,43.970001,83.2,34.75,462.08,"21,320.04","9,576.16",1.1423,1.2971,6089.459961,32.28,2.888,45.52,832.20,910.05,77.330002,43.14,15.84,"2,409.75"
409,2017-07-07,2017,1213.07,43.560001,82.55,34.98,462.04,"21,414.34","9,694.94",1.1401,1.2892,6153.080078,32.03,2.864,44.23,831.25,909.00,77.059998,43.5,15.61,"2,425.18"
410,2017-07-10,2017,1213.76,44.490002,82.35,35.79,465.17,"21,408.52","9,673.80",1.14,1.2879,6176.390137,32.53,2.929,44.4,837.35,902.55,78.25,44.22,15.69,"2,427.43"
411,2017-07-11,2017,1217.71,44.810001,83.35,35.98,466.01,"21,409.07","9,599.43",1.1467,1.2849,6193.299805,32.95,3.047,45.04,846.85,904.60,79.290001,44.72,15.86,"2,425.53"
412,2017-07-12,2017,1219.25,44.639999,83.2,36.4,476.23,"21,532.14","9,716.32",1.1412,1.2885,6261.169922,33.17,2.985,45.49,861.55,917.85,79.169998,44.69,15.91,"2,443.25"
413,2017-07-13,2017,1217.76,43.700001,83.8,36.57,479.39,"21,553.09","9,703.23",1.1399,1.2939,6274.439941,32.94,2.961,46.08,854.75,906.95,78.389999,44.56,15.7,"2,447.83"
414,2017-07-14,2017,1250.8,44.599998,83.95,37.09,479.19,"21,637.74","9,742.76",1.1469,1.3096,6312.470215,33.3,2.98,46.54,856.75,923.45,80.889999,45.17,16.11,"2,459.27"
415,2017-07-17,2017,1233.0,44.889999,84.3,37.93,480.93,"21,629.72","9,698.20",1.1479,1.3055,6314.430176,33.73,3.02,46.02,865.55,925.15,81.589996,45.45,16.1,"2,459.14"
416,2017-07-18,2017,1242.8,45.009998,85.55,37.81,478.26,"21,574.73","9,633.05",1.1555,1.304,6344.310059,33.71,3.088,46.4,864.40,930.05,82.669998,45.48,16.29,"2,460.61"
417,2017-07-19,2017,1241.43,44.939999,85.85,37.97,478.08,"21,640.75","9,575.73",1.1515,1.3018,6385.040039,33.88,3.066,47.12,859.15,923.65,82.739998,45.36,16.3,"2,473.83"
418,2017-07-20,2017,1244.03,45.630001,86.7,37.73,468.32,"21,611.78","9,483.09",1.1631,1.2974,6390.0,33.92,3.043,46.79,847.60,928.85,83.459999,44.54,16.32,"2,473.45"
419,2017-07-21,2017,1255.03,46.049999,86.45,37.83,462.09,"21,580.07","9,471.27",1.1663,1.2995,6387.75,34.39,2.97,45.77,844.35,937.80,83.970001,44.14,16.52,"2,472.54"
420,2017-07-24,2017,1253.74,45.919998,86.35,38.14,458.95,"21,513.17","9,428.20",1.1642,1.3029,6410.810059,33.9,2.899,46.34,849.05,931.80,84.470001,43.9,16.47,"2,469.91"
421,2017-07-25,2017,1247.08,45.43,86.8,39.35,460.55,"21,613.43","9,489.48",1.1652,1.3026,6412.169922,36.24,2.944,47.89,856.95,926.40,84.269997,45.93,16.42,"2,477.13"
422,2017-07-26,2017,1260.35,47.380001,87.25,39.72,461.36,"21,711.01","9,484.12",1.1734,1.3121,6422.75,36.96,2.924,48.75,862.90,931.45,86.160004,46.02,16.63,"2,477.83"
423,2017-07-27,2017,1260.06,47.240002,87.3,39.33,459.73,"21,796.55","9,189.61",1.1677,1.3067,6382.189941,36.44,2.969,49.04,876.90,928.80,85.620003,45.87,16.59,"2,475.42"
424,2017-07-28,2017,1269.62,47.290001,87.2,39.46,457.98,"21,830.31","9,227.07",1.1752,1.3135,6374.680176,37.06,2.941,49.71,880.15,937.85,86.610001,46.61,16.75,"2,472.10"
425,2017-07-31,2017,1267.72,46.709999,93.2,39.34,458.16,"21,891.12","9,182.78",1.1842,1.3214,6348.120117,37.17,2.794,50.17,885.40,941.65,86.660004,47.38,16.8,"2,470.30"
426,2017-08-01,2017,1267.69,46.200001,94.7,39.52,467.56,"21,963.92","9,145.75",1.1801,1.3203,6362.939941,36.98,2.819,49.16,893.40,946.95,87.239998,47.13,16.67,"2,476.35"
427,2017-08-02,2017,1263.04,45.950001,95.05,39.39,473.67,"22,016.24","9,174.99",1.1856,1.3223,6362.649902,36.87,2.811,49.59,892.20,949.40,86.699997,46.01,16.54,"2,477.57"
428,2017-08-03,2017,1269.28,45.619999,94.55,39.44,472.68,"22,026.10","9,202.40",1.187,1.3139,6340.339844,36.59,2.8,49.03,881.00,965.95,86.709999,46.18,16.68,"2,472.16"
429,2017-08-04,2017,1258.77,44.799999,95.35,38.72,479.32,"22,092.81","9,277.63",1.1772,1.3036,6351.560059,36.15,2.774,49.58,874.80,967.85,85.269997,46.83,16.27,"2,476.83"
430,2017-08-07,2017,1257.81,44.98,95.0,,479.9,"22,118.42","9,284.66",1.1795,1.3035,6383.77002,36.17,2.801,49.39,885.20,970.15,84.949997,47.85,16.27,"2,480.91"
431,2017-08-07,2017,1257.81,44.98,95.0,38.85,479.9,"22,118.42","9,284.66",1.1795,1.3035,6383.77002,36.17,2.801,49.39,885.20,970.15,84.949997,47.85,16.27,"2,480.91"
432,2017-08-08,2017,1262.0,44.549999,94.05,39.28,484.92,"22,085.34","9,232.85",1.175,1.2991,6370.459961,35.74,2.822,49.17,898.40,975.90,84.529999,47.29,16.48,"2,474.92"
433,2017-08-09,2017,1275.91,44.73,95.2,39.25,481.03,"22,048.70","9,235.41",1.1759,1.3005,6352.330078,36.1,2.883,49.56,891.85,978.25,84.940002,,16.92,"2,474.02"
434,2017-08-09,2017,1275.91,44.73,95.2,39.25,481.03,"22,048.70","9,235.41",1.1759,1.3005,6352.330078,36.1,2.883,49.56,891.85,978.25,84.940002,46.16,16.92,"2,474.02"
435,2017-08-10,2017,1286.69,46.299999,95.85,38.55,477.15,"21,844.01","9,119.74",1.1772,1.2975,6216.870117,36.44,2.985,48.59,897.05,986.30,86.739998,45.37,17.12,"2,438.21"
436,2017-08-11,2017,1289.07,46.150002,95.8,38.38,477.64,"21,858.32","9,199.05",1.182,1.3012,6256.560059,36.53,2.983,48.82,894.70,987.80,87.230003,44.61,17.11,"2,441.32"
437,2017-08-14,2017,1279.36,45.990002,95.45,39.11,483.66,"21,993.71","9,347.55",1.178,1.2965,6340.22998,36.02,2.959,47.59,898.15,969.05,86.379997,44.76,16.99,"2,465.84"
438,2017-08-15,2017,1272.96,45.669998,94.95,38.61,490.99,"21,998.99","9,371.07",1.1735,1.287,6333.009766,35.77,2.935,47.55,892.05,966.20,85.779999,44.21,16.67,"2,464.61"
