"Date","Price","Open","High","Low","Vol.","Change %"
"12/30/2022","404.15","390.00","390.00","390.00","","0.00%"
"12/29/2022","404.15","404.15","404.15","404.15","","0.51%"
"12/28/2022","402.10","402.50","402.50","402.50","0.00K","0.40%"
"12/27/2022","400.50","400.50","400.50","400.50","","-0.15%"
"12/23/2022","401.10","401.10","401.10","401.10","","0.11%"
"12/22/2022","400.65","400.65","400.65","400.65","","-0.19%"
"12/21/2022","401.40","401.40","401.40","401.40","0.01K","0.34%"
"12/20/2022","400.05","400.05","400.05","400.05","","-0.32%"
"12/19/2022","401.35","401.35","401.35","401.35","","-0.41%"
"12/16/2022","403.00","405.00","405.00","405.00","0.10K","0.27%"
"12/15/2022","401.90","403.00","403.00","403.00","0.01K","-0.52%"
"12/14/2022","404.00","404.00","404.00","404.00","0.04K","-0.12%"
"12/13/2022","404.50","405.00","405.00","405.00","0.02K","1.06%"
"12/12/2022","400.25","401.00","401.00","401.00","0.00K","-0.56%"
"12/09/2022","402.50","405.00","405.00","400.00","0.03K","1.77%"
"12/08/2022","395.50","395.50","395.50","395.50","0.01K","-2.50%"
"12/07/2022","405.65","405.00","405.00","405.00","0.01K","-0.77%"
"12/06/2022","408.80","408.80","408.80","408.80","0.01K","2.07%"
"12/05/2022","400.50","405.00","405.00","400.00","0.01K","2.43%"
"12/02/2022","391.00","391.00","391.00","391.00","","1.56%"
"12/01/2022","385.00","385.00","385.00","385.00","0.01K","-3.39%"
"11/30/2022","398.50","397.00","397.00","397.00","0.06K","2.87%"
"11/29/2022","387.40","390.00","390.00","390.00","0.03K","2.22%"
"11/28/2022","379.00","380.00","380.00","380.00","0.01K","8.47%"
"11/25/2022","349.40","362.00","362.00","362.00","","0.59%"
"11/24/2022","347.35","347.75","347.75","347.75","0.01K","0.26%"
"11/23/2022","346.45","346.45","346.45","346.45","","-0.20%"
"11/22/2022","347.15","347.15","347.15","347.15","","-1.10%"
"11/21/2022","351.00","351.00","351.00","351.00","","2.20%"
"11/18/2022","343.45","343.45","343.45","343.45","0.01K","2.64%"
"11/17/2022","334.60","334.60","334.60","334.60","0.02K","0.62%"
"11/16/2022","332.55","332.55","332.55","332.55","0.02K","-2.48%"
"11/15/2022","341.00","341.00","341.00","341.00","0.01K","3.22%"
"11/14/2022","330.35","330.35","330.35","330.35","","1.09%"
"11/11/2022","326.80","326.80","326.80","326.80","0.01K","0.79%"
"11/10/2022","324.25","325.00","325.00","325.00","0.03K","-0.15%"
"11/09/2022","324.75","329.00","330.00","329.00","0.05K","-4.20%"
"11/08/2022","339.00","340.00","340.00","338.50","0.04K","-1.71%"
"11/07/2022","344.90","347.00","347.00","345.00","0.11K","-1.32%"
"11/04/2022","349.50","349.50","349.50","349.50","0.02K","-0.43%"
"11/03/2022","351.00","354.00","354.00","354.00","0.06K","-2.77%"
"11/02/2022","361.00","361.00","361.00","361.00","","0.56%"
"11/01/2022","359.00","359.00","359.00","359.00","0.07K","0.76%"
"10/31/2022","356.30","362.50","362.50","355.50","0.01K","-7.62%"
"10/28/2022","385.70","385.70","385.70","385.70","","0.03%"
"10/27/2022","385.60","385.60","385.60","385.60","","-0.23%"
"10/26/2022","386.50","386.50","386.50","386.50","0.03K","-0.43%"
"10/25/2022","388.15","388.15","388.15","388.15","0.06K","-0.47%"
"10/24/2022","390.00","390.00","390.00","390.00","","0.00%"
"10/21/2022","390.00","390.00","390.00","390.00","","-0.50%"
"10/20/2022","391.95","391.95","391.95","391.95","0.01K","0.24%"
"10/19/2022","391.00","391.00","391.00","391.00","0.01K","0.81%"
"10/18/2022","387.85","387.85","387.85","387.85","0.01K","-1.10%"
"10/17/2022","392.15","392.15","392.15","392.15","","-0.09%"
"10/14/2022","392.50","392.50","392.50","392.50","0.01K","-0.25%"
"10/13/2022","393.50","397.00","397.00","397.00","0.02K","-2.36%"
"10/12/2022","403.00","405.00","405.00","405.00","0.04K","3.03%"
"10/11/2022","391.15","391.15","391.15","391.15","0.04K","1.20%"
"10/10/2022","386.50","386.50","386.50","386.50","0.01K","0.18%"
"10/07/2022","385.80","385.00","385.00","385.00","0.02K","-3.55%"
"10/06/2022","400.00","400.00","400.00","400.00","0.09K","0.95%"
"10/05/2022","396.25","396.25","396.25","396.25","0.01K","-1.92%"
"10/04/2022","404.00","404.00","404.00","404.00","0.01K","0.62%"
"10/03/2022","401.50","399.00","399.00","399.00","0.07K","-7.42%"
"09/30/2022","433.70","433.70","433.70","433.70","","-0.47%"
"09/29/2022","435.75","435.75","435.75","435.75","","-0.06%"
"09/28/2022","436.00","436.00","436.00","436.00","","-0.38%"
"09/27/2022","437.65","437.65","437.65","437.65","","-0.08%"
"09/26/2022","438.00","438.00","438.00","438.00","","0.64%"
"09/23/2022","435.20","435.20","435.20","435.20","","-0.10%"
"09/22/2022","435.65","435.65","435.65","435.65","0.00K","-1.99%"
"09/21/2022","444.50","440.00","440.00","440.00","0.02K","0.73%"
"09/20/2022","441.30","441.30","441.30","441.30","0.01K","0.51%"
"09/19/2022","439.05","439.05","439.05","439.05","","0.01%"
"09/16/2022","439.00","439.00","439.00","439.00","0.00K","-1.46%"
"09/15/2022","445.50","445.50","445.50","445.50","","0.29%"
"09/14/2022","444.20","444.20","444.20","444.20","0.00K","1.10%"
"09/13/2022","439.35","436.50","438.00","436.50","0.03K","0.42%"
"09/12/2022","437.50","437.00","437.00","436.00","0.04K","0.52%"
"09/09/2022","435.25","435.25","435.25","435.25","","-1.16%"
"09/08/2022","440.35","430.00","440.00","430.00","0.02K","0.31%"
"09/07/2022","439.00","439.00","439.00","439.00","0.02K","-2.50%"
"09/06/2022","450.25","450.25","450.25","450.25","0.00K","-1.65%"
"09/05/2022","457.80","457.80","457.80","457.80","0.01K","5.24%"
"09/02/2022","435.00","435.00","435.00","435.00","","1.79%"
"09/01/2022","427.35","427.35","427.35","427.35","","0.55%"
"08/31/2022","425.00","425.00","425.00","425.00","","2.52%"
"08/30/2022","414.55","414.55","414.55","414.55","0.01K","-1.94%"
"08/29/2022","422.75","422.75","422.75","422.75","","1.28%"
"08/26/2022","417.40","417.40","417.40","417.40","","-0.02%"
"08/25/2022","417.50","417.50","417.50","417.50","","1.19%"
"08/24/2022","412.60","412.60","412.60","412.60","","-1.20%"
"08/23/2022","417.60","417.60","417.60","417.60","","-0.18%"
"08/22/2022","418.35","418.35","418.35","418.35","","0.50%"
"08/19/2022","416.25","416.25","416.25","416.25","","0.57%"
"08/18/2022","413.90","413.90","413.90","413.90","","0.00%"
"08/17/2022","413.90","413.90","413.90","413.90","","2.20%"
"08/16/2022","405.00","405.00","405.00","405.00","","-0.61%"
"08/15/2022","407.50","407.50","407.50","407.50","","-0.04%"
"08/12/2022","407.65","407.65","407.65","407.65","","1.66%"
"08/11/2022","401.00","401.00","401.00","401.00","","0.59%"
"08/10/2022","398.65","398.65","398.65","398.65","","3.68%"
"08/09/2022","384.50","384.50","384.50","384.50","","3.64%"
"08/08/2022","371.00","371.00","371.00","371.00","0.02K","2.77%"
"08/05/2022","361.00","361.00","361.00","361.00","0.05K","-6.23%"
"08/04/2022","385.00","390.00","390.00","390.00","0.02K","-2.16%"
"08/03/2022","393.50","393.50","393.50","393.50","0.01K","-2.48%"
"08/02/2022","403.50","403.50","403.50","403.50","","-0.37%"
"08/01/2022","405.00","405.00","405.00","405.00","","-0.71%"
"07/29/2022","407.90","407.90","407.90","407.90","","-0.85%"
"07/28/2022","411.40","411.40","411.40","411.40","","-0.02%"
"07/27/2022","411.50","411.50","411.50","411.50","","-0.60%"
"07/26/2022","414.00","414.00","414.00","414.00","","0.91%"
"07/25/2022","410.25","410.25","410.25","410.25","","0.26%"
"07/22/2022","409.20","409.20","409.20","409.20","","1.44%"
"07/21/2022","403.40","403.40","403.40","403.40","","-1.27%"
"07/20/2022","408.60","408.60","408.60","408.60","","2.24%"
"07/19/2022","399.65","399.00","399.00","399.00","0.00K","0.91%"
"07/18/2022","396.05","396.05","396.05","396.05","0.00K","-2.58%"
"07/15/2022","406.55","410.00","410.00","410.00","0.00K","-2.35%"
"07/14/2022","416.35","415.00","415.00","415.00","0.01K","-3.17%"
"07/13/2022","430.00","432.00","432.00","432.00","0.01K","0.94%"
"07/12/2022","426.00","426.00","426.00","426.00","0.01K","1.67%"
"07/11/2022","419.00","419.00","419.00","419.00","0.00K","1.27%"
"07/08/2022","413.75","411.00","412.00","411.00","0.02K","0.91%"
"07/07/2022","410.00","410.00","410.00","410.00","0.02K","2.58%"
"07/06/2022","399.70","399.70","399.70","399.70","","0.53%"
"07/05/2022","397.60","397.60","397.60","397.60","","0.29%"
"07/04/2022","396.45","396.45","396.45","396.45","0.00K","2.18%"
"07/01/2022","388.00","388.00","388.00","388.00","0.01K","0.53%"
"06/30/2022","385.95","380.00","390.00","380.00","0.01K","1.57%"
"06/29/2022","380.00","389.00","390.00","380.00","0.04K","-3.43%"
"06/28/2022","393.50","385.00","394.00","385.00","0.02K","0.27%"
"06/27/2022","392.45","389.00","395.00","389.00","0.02K","-1.15%"
"06/24/2022","397.00","397.00","397.00","397.00","","-0.13%"
"06/23/2022","397.50","395.00","395.00","395.00","0.01K","1.40%"
"06/22/2022","392.00","392.00","392.00","392.00","","0.51%"
"06/21/2022","390.00","390.00","390.00","390.00","0.01K","-0.70%"
"06/20/2022","392.75","392.75","392.75","392.75","","0.87%"
"06/17/2022","389.35","389.35","389.35","389.35","","0.52%"
"06/16/2022","387.35","395.00","395.00","395.00","0.01K","0.26%"
"06/15/2022","386.35","386.35","386.35","386.35","","0.74%"
"06/14/2022","383.50","383.00","383.00","383.00","0.01K","-1.75%"
"06/13/2022","390.35","390.35","390.35","390.35","0.01K","-0.51%"
"06/10/2022","392.35","394.00","395.00","392.00","0.01K","-0.92%"
"06/09/2022","396.00","400.00","400.00","395.00","0.05K","0.15%"
