,date,year,gold,agnico,coal,copper,dax,dji,djt,eur,gbp,nasdaq,newmont,n_gas,oil,palladium,platinum,rgold,rio,silver,snp
0,2016-01-04,2016,1078.47,26.94,49.9,25.66,348.83,17148.94,7352.59,1.08,1.47,4903.09,18.44,2.33,36.76,544.55,881.65,37.18,28.41,13.98,2012.66
1,2016-01-05,2016,1079.33,27.62,50.25,25.95,350.98,17158.66,7363.95,1.07,1.47,4891.43,18.42,2.33,35.97,536.2,890.3,36.49,28.65,13.97,2016.71
2,2016-01-06,2016,1098.9,28.45,51.5,25.2,350.07,16906.51,7217.05,1.08,1.46,4835.76,18.56,2.27,33.97,505.6,879.55,37.02,27.03,14.07,1990.26
3,2016-01-07,2016,1103.45,29.99,51.25,24.56,341.24,16514.1,6995.39,1.09,1.46,4689.43,18.86,2.38,33.27,493.5,875.55,38.74,25.81,14.2,1943.09
4,2016-01-08,2016,1104.32,29.56,50.25,24.07,338.23,16346.45,6946.36,1.09,1.45,4643.63,18.01,2.47,33.16,494.2,880.0,37.59,25.07,13.94,1922.03
5,2016-01-11,2016,1095.9,28.59,49.3,23.39,333.51,16398.57,6914.56,1.09,1.45,4637.99,17.01,2.4,31.41,474.95,849.0,33.44,24.74,13.85,1923.67
6,2016-01-12,2016,1085.26,28.53,49.1,22.77,334.62,16516.22,6978.21,1.09,1.44,4685.92,17.01,2.26,30.44,470.45,833.2,31.02,24.02,13.82,1938.68
7,2016-01-13,2016,1091.53,28.98,48.85,22.66,331.44,16151.41,6721.37,1.09,1.44,4526.06,17.48,2.27,30.48,486.35,848.5,30.76,23.81,14.08,1890.28
8,2016-01-14,2016,1080.67,27.87,49.2,22.87,324.97,16379.05,6799.92,1.09,1.44,4615.0,17.27,2.14,31.2,491.4,836.05,29.2,25.2,13.85,1921.84
9,2016-01-15,2016,1088.72,28.01,49.15,22.71,316.61,15988.08,6689.06,1.09,1.43,4488.42,17.7,2.1,29.42,487.2,830.95,28.38,23.62,13.92,1880.33
10,2016-01-18,2016,1089.1,27.4,48.8,22.5,315.43,16002.05,6673.13,1.09,1.42,4482.69,17.0,2.1,30.02,492.4,820.85,27.73,23.47,13.95,1880.83
11,2016-01-19,2016,1091.44,26.78,48.85,22.29,320.92,16016.02,6657.2,1.09,1.42,4476.95,16.31,2.09,28.46,497.1,827.8,27.08,23.32,14.03,1881.33
12,2016-01-20,2016,1103.41,26.87,49.0,22.66,311.49,15766.74,6625.53,1.09,1.42,4471.69,16.56,2.12,26.55,489.25,823.8,25.33,22.7,14.18,1859.33
13,2016-01-21,2016,1098.75,27.24,49.0,23.01,318.72,15882.68,6689.97,1.09,1.42,4472.06,16.69,2.14,29.53,499.25,820.0,25.79,23.87,14.1,1868.99
14,2016-01-22,2016,1097.77,27.28,49.0,23.62,327.39,16093.51,6778.54,1.08,1.43,4591.18,16.68,2.14,32.19,500.25,831.75,26.44,23.77,14.03,1906.9
15,2016-01-25,2016,1112.45,27.9,48.95,23.49,324.98,15885.22,6651.78,1.08,1.42,4518.49,17.67,2.16,30.34,491.85,859.3,27.28,22.83,14.28,1877.08
16,2016-01-26,2016,1120.64,28.75,49.25,24.99,319.46,16167.23,6815.76,1.09,1.44,4567.67,18.5,2.18,31.45,493.25,875.6,28.86,24.39,14.48,1903.63
17,2016-01-27,2016,1120.1,28.95,48.8,24.74,318.76,15944.46,6756.12,1.09,1.42,4468.17,19.44,2.19,32.3,502.7,882.1,30.1,24.1,14.43,1882.95
18,2016-01-28,2016,1114.36,28.97,48.85,24.98,309.63,16069.64,6701.97,1.09,1.44,4506.68,19.53,2.18,33.22,492.5,869.0,28.76,24.46,14.25,1893.36
19,2016-01-29,2016,1118.39,29.44,48.8,25.92,313.89,16466.3,6906.76,1.08,1.42,4613.95,19.96,2.3,33.62,499.0,871.85,29.79,24.65,14.27,1940.24
20,2016-02-01,2016,1125.65,30.07,49.95,25.38,315.26,16449.18,6968.83,1.09,1.44,4620.37,20.55,2.15,31.62,502.85,872.5,30.88,24.5,14.29,1939.38
21,2016-02-02,2016,1128.2,29.76,50.4,24.18,310.15,16153.54,6764.16,1.09,1.44,4516.95,20.07,2.02,29.88,491.75,856.5,29.81,23.25,14.29,1903.03
22,2016-02-03,2016,1143.11,31.4,50.45,25.43,300.73,16336.66,6834.76,1.11,1.46,4504.24,22.34,2.04,32.28,516.05,881.25,31.85,25.05,14.68,1912.53
23,2016-02-04,2016,1154.85,32.73,50.95,26.93,296.6,16416.58,7051.25,1.12,1.46,4509.56,23.38,1.97,31.72,516.1,908.85,35.94,26.96,14.84,1915.45
24,2016-02-05,2016,1173.46,33.51,51.6,26.5,296.14,16204.97,6942.82,1.12,1.45,4363.14,24.41,2.06,30.89,499.35,913.7,39.22,26.21,15.0,1880.05
25,2016-02-08,2016,1191.45,33.91,51.5,26.08,283.47,16027.05,6924.31,1.12,1.44,4283.75,25.19,2.14,29.69,518.8,929.35,40.96,26.43,15.36,1853.44
26,2016-02-09,2016,1191.44,33.11,50.45,25.38,281.87,16014.38,6996.3,1.13,1.45,4268.76,24.3,2.1,27.94,517.6,934.65,38.11,25.36,15.22,1852.21
27,2016-02-10,2016,1206.25,33.3,50.4,25.1,288.76,15914.74,6983.94,1.13,1.45,4283.59,24.31,2.05,27.45,525.5,937.35,39.01,25.25,15.35,1851.86
28,2016-02-11,2016,1239.06,35.33,50.7,24.88,279.16,15660.18,6883.49,1.13,1.45,4266.84,25.04,1.99,26.21,525.2,956.65,40.45,24.59,15.67,1829.08
29,2016-02-11,2016,1239.06,35.33,50.7,24.65,279.16,15660.18,6883.49,1.13,1.45,4266.84,25.04,1.99,26.21,525.2,956.65,40.45,24.59,15.67,1829.08
30,2016-02-12,2016,1237.77,35.64,50.7,26.37,281.51,15973.84,7048.69,1.13,1.45,4337.51,25.78,1.97,29.44,527.75,958.15,41.74,26.52,15.75,1864.78
31,2016-02-15,2016,1209.52,34.88,50.7,26.38,293.17,16085.12,7129.12,1.12,1.44,4386.73,25.17,1.92,30.6,513.67,937.8,40.78,26.68,15.33,1880.18
32,2016-02-16,2016,1206.28,34.12,50.7,26.4,295.44,16196.41,7209.56,1.11,1.43,4435.96,24.56,1.9,29.04,510.3,935.8,39.82,26.84,15.3,1895.58
33,2016-02-17,2016,1209.41,33.9,50.85,25.49,301.39,16453.83,7326.45,1.11,1.43,4534.06,24.84,1.94,30.66,516.5,944.3,41.53,27.63,15.29,1926.82
34,2016-02-18,2016,1225.96,35.06,50.9,24.25,304.62,16413.43,7284.73,1.11,1.43,4487.54,25.07,1.85,30.77,505.45,948.2,44.31,27.16,15.38,1917.83
35,2016-02-19,2016,1226.24,34.63,50.5,23.75,300.29,16391.99,7285.95,1.11,1.44,4504.43,24.84,1.8,29.64,499.75,940.45,43.35,27.37,15.34,1917.78
36,2016-02-22,2016,1216.24,34.65,50.3,24.96,307.22,16620.66,7421.11,1.1,1.42,4570.61,25.12,1.82,31.48,500.5,930.2,44.41,29.11,15.24,1945.5
37,2016-02-23,2016,1227.57,35.25,50.3,24.33,303.63,16431.78,7325.17,1.1,1.4,4503.58,25.39,1.78,31.87,500.35,945.2,44.29,27.99,15.29,1921.27
38,2016-02-24,2016,1233.96,35.21,50.35,24.33,296.67,16484.99,7290.88,1.1,1.39,4542.61,25.58,1.78,32.15,488.7,937.75,44.82,26.97,15.26,1929.8
39,2016-02-24,2016,1233.96,35.21,50.35,24.33,296.67,16484.99,7290.88,1.1,1.39,4542.61,25.58,1.78,32.15,488.7,937.75,44.82,25.95,15.26,1929.8
40,2016-02-25,2016,1239.38,35.63,50.35,24.46,307.93,16697.29,7369.58,1.1,1.4,4582.2,25.85,1.71,33.07,483.55,927.4,44.49,25.66,15.14,1951.7
41,2016-02-26,2016,1222.95,34.55,50.45,24.63,310.39,16639.97,7405.03,1.09,1.39,4590.47,25.35,1.79,32.78,482.45,915.15,44.82,25.52,14.7,1948.05
42,2016-02-29,2016,1244.31,35.2,50.5,23.94,310.65,16516.5,7345.03,1.09,1.39,4557.95,25.83,1.71,33.75,495.65,934.05,46.37,26.1,14.95,1932.23
43,2016-03-01,2016,1226.93,33.45,50.85,24.74,314.42,16865.08,7500.3,1.09,1.39,4689.6,25.39,1.74,34.4,517.35,937.5,44.99,26.96,14.8,1978.35
44,2016-03-02,2016,1239.35,33.89,50.5,25.73,315.24,16899.32,7517.17,1.09,1.41,4703.42,26.24,1.68,34.66,515.3,937.4,46.87,28.56,14.93,1986.45
45,2016-03-03,2016,1261.18,34.35,51.1,26.13,315.28,16943.9,7602.03,1.1,1.42,4707.42,26.82,1.64,34.57,542.2,947.35,49.48,28.89,15.26,1993.4
46,2016-03-04,2016,1259.06,34.3,51.0,26.94,321.2,17006.77,7651.85,1.1,1.42,4717.02,26.11,1.67,35.92,563.0,981.05,48.5,30.32,15.52,1999.99
47,2016-03-07,2016,1270.1,35.22,51.0,26.95,320.37,17073.95,7686.02,1.1,1.43,4708.25,26.53,1.69,37.9,577.6,998.8,50.22,31.95,15.59,2001.76
48,2016-03-08,2016,1255.75,34.12,51.1,25.93,325.37,16964.1,7478.37,1.1,1.42,4648.82,26.21,1.71,36.5,566.85,984.15,48.02,28.98,15.3,1979.26
49,2016-03-08,2016,1255.75,34.12,51.1,25.93,325.37,16964.1,7478.37,1.1,1.42,4648.82,25.89,1.71,36.5,566.85,984.15,48.02,28.98,15.3,1979.26
50,2016-03-09,2016,1247.75,34.24,51.3,26.19,322.04,17000.36,7528.44,1.1,1.42,4674.38,26.14,1.75,38.29,566.15,980.55,48.07,29.06,15.28,1989.26
51,2016-03-10,2016,1275.12,36.41,51.2,26.28,317.41,16995.13,7518.09,1.12,1.43,4662.16,27.35,1.79,37.84,573.95,982.15,49.88,28.59,15.63,1989.57
52,2016-03-11,2016,1250.58,35.72,51.5,26.85,331.65,17213.31,7693.09,1.12,1.44,4748.47,26.68,1.82,38.5,579.95,964.85,49.67,29.11,15.48,2022.19
53,2016-03-14,2016,1229.72,35.07,51.95,26.87,335.86,17229.13,7690.41,1.11,1.43,4750.28,26.13,1.82,37.18,572.8,961.6,47.11,28.74,15.31,2019.64
54,2016-03-15,2016,1232.35,35.77,51.65,26.63,337.57,17251.53,7646.98,1.11,1.42,4728.67,26.37,1.85,36.34,570.7,959.55,47.59,27.29,15.28,2015.93
55,2016-03-16,2016,1256.68,37.81,51.6,27.68,337.71,17325.76,7729.33,1.12,1.43,4763.97,27.55,1.87,38.46,577.5,978.9,50.56,28.39,15.56,2027.22
56,2016-03-17,2016,1262.88,38.04,52.3,28.44,335.36,17481.49,7959.95,1.13,1.45,4774.99,27.46,1.94,40.2,597.8,987.6,50.97,29.46,16.08,2040.59
57,2016-03-18,2016,1255.3,37.99,52.2,28.34,338.64,17602.3,8075.69,1.13,1.45,4795.65,27.79,1.91,39.44,590.05,973.65,51.69,29.13,15.8,2049.58
58,2016-03-21,2016,1243.69,38.07,52.0,28.22,337.99,17623.87,8075.38,1.12,1.44,4808.87,27.79,1.83,39.91,602.95,980.3,52.27,28.91,15.84,2051.6
59,2016-03-22,2016,1248.49,37.51,51.75,28.4,338.06,17582.57,8011.67,1.12,1.42,4821.66,27.39,1.86,41.45,605.6,996.45,51.67,28.35,15.81,2049.8
60,2016-03-23,2016,1220.04,35.45,52.2,27.46,339.93,17502.59,7956.78,1.12,1.41,4768.86,24.98,1.79,39.79,583.1,961.9,49.18,27.67,15.25,2036.71
61,2016-03-24,2016,1216.92,36.12,52.3,27.97,334.98,17515.73,7926.02,1.12,1.42,4773.5,25.4,1.81,39.46,572.65,948.45,50.19,27.71,15.2,2035.94
62,2016-03-28,2016,1213.5,36.01,50.65,27.75,334.76,17535.39,7858.71,1.12,1.43,4766.79,25.7,1.85,39.39,567.0,948.85,49.5,27.74,15.21,2037.05
63,2016-03-29,2016,1215.87,37.3,51.25,28.27,334.53,17633.11,7951.61,1.13,1.44,4846.62,26.95,1.9,38.28,573.2,969.9,52.03,27.6,15.13,2055.01
64,2016-03-30,2016,1226.95,36.75,51.05,28.19,342.38,17716.66,7965.19,1.13,1.44,4869.29,26.75,2.0,38.32,566.35,967.15,51.98,28.53,15.26,2063.95
65,2016-03-31,2016,1232.69,36.16,51.1,27.71,337.19,17685.09,7944.11,1.14,1.44,4869.85,26.58,1.96,38.34,564.0,976.3,51.29,28.27,15.44,2059.74
66,2016-04-01,2016,1222.47,36.53,50.5,27.56,332.04,17792.75,7887.77,1.14,1.42,4914.54,26.62,1.96,36.79,560.9,959.1,51.57,28.17,15.05,2072.78
67,2016-04-04,2016,1215.26,35.83,50.05,26.79,333.76,17737.0,7816.99,1.14,1.43,4891.8,26.3,2.0,35.7,552.4,940.2,49.97,27.79,14.95,2066.13
68,2016-04-05,2016,1230.55,36.43,50.2,26.97,326.04,17603.32,7772.46,1.14,1.42,4843.93,27.3,1.95,35.89,543.65,953.8,51.56,27.32,15.14,2045.17
69,2016-04-06,2016,1225.45,36.52,50.05,26.86,327.74,17716.05,7753.88,1.14,1.41,4920.72,27.74,1.91,37.75,537.95,948.4,50.25,27.57,15.12,2066.66
70,2016-04-07,2016,1238.76,37.87,49.6,25.68,326.13,17541.96,7652.83,1.14,1.41,4848.37,27.96,2.02,37.26,538.1,958.1,51.61,26.93,15.21,2041.91
71,2016-04-08,2016,1239.85,38.47,49.85,25.92,331.97,17576.96,7736.28,1.14,1.41,4850.69,29.1,1.99,39.72,538.65,968.75,52.75,27.99,15.37,2047.6
72,2016-04-11,2016,1257.36,40.58,50.1,26.41,335.32,17556.41,7699.49,1.14,1.42,4833.4,31.11,1.91,40.36,545.5,989.45,55.64,28.9,15.91,2041.99
73,2016-04-12,2016,1254.27,41.08,50.25,27.26,336.38,17721.25,7758.69,1.14,1.43,4872.09,30.63,2.0,42.17,544.15,1000.7,55.93,29.94,16.14,2061.72
74,2016-04-13,2016,1241.15,40.42,50.25,27.79,344.08,17908.28,7960.74,1.13,1.42,4947.42,29.48,2.04,41.76,542.5,998.7,55.17,31.88,16.2,2082.42
75,2016-04-14,2016,1229.59,39.56,50.85,27.66,345.9,17926.43,7980.78,1.13,1.42,4945.89,28.68,1.97,41.5,560.9,991.0,53.27,31.9,16.17,2082.78
76,2016-04-15,2016,1237.3,40.42,50.85,27.98,344.85,17897.46,7978.23,1.13,1.42,4938.22,29.37,1.9,40.36,568.25,986.25,54.35,31.67,16.24,2080.73
77,2016-04-18,2016,1229.45,40.06,50.8,28.36,343.94,18004.16,8002.65,1.13,1.43,4960.02,29.46,1.94,39.78,568.0,977.2,54.99,32.46,16.18,2094.34
78,2016-04-19,2016,1249.78,41.49,50.6,29.1,351.05,18053.6,8106.14,1.14,1.44,4940.33,30.91,2.09,41.08,582.15,1012.95,57.5,33.8,16.94,2100.8
79,2016-04-20,2016,1245.25,40.83,50.6,29.05,351.82,18096.27,8109.19,1.13,1.43,4948.13,30.45,2.07,42.63,597.05,1019.9,56.81,35.42,16.97,2102.4
80,2016-04-21,2016,1249.35,41.83,50.5,28.87,351.88,17982.52,8010.94,1.13,1.43,4945.89,32.19,2.07,43.18,610.05,1025.25,57.59,34.05,17.03,2091.48
81,2016-04-22,2016,1232.34,41.34,51.0,29.19,352.26,18003.75,8085.98,1.12,1.44,4906.23,31.23,2.14,43.73,606.2,1011.7,56.24,33.56,16.97,2091.58
82,2016-04-25,2016,1238.26,40.58,51.0,28.99,351.51,17977.24,7990.35,1.13,1.45,4895.79,31.11,2.06,42.64,605.6,1016.95,56.04,32.39,16.99,2087.79
83,2016-04-26,2016,1242.85,41.11,51.05,29.88,351.72,17990.32,8081.47,1.13,1.46,4888.28,31.97,2.03,44.04,604.5,1017.7,57.4,32.71,17.16,2091.7
84,2016-04-27,2016,1245.81,41.38,50.95,30.21,354.38,18041.55,8091.34,1.13,1.45,4863.14,32.1,2.0,45.33,609.65,1026.35,58.23,32.88,17.27,2095.15
85,2016-04-28,2016,1265.65,43.23,51.0,29.85,356.78,17830.76,7966.04,1.14,1.46,4805.29,32.99,2.08,46.03,624.35,1054.6,60.22,33.38,17.6,2075.81
86,2016-04-29,2016,1293.26,47.21,50.75,29.67,347.02,17773.64,7871.63,1.15,1.46,4775.36,34.97,2.18,45.92,627.65,1080.0,62.62,33.66,17.84,2065.3
87,2016-05-02,2016,1289.86,46.76,51.0,29.53,349.59,17891.16,7923.95,1.15,1.47,4817.59,34.34,2.04,44.78,624.75,1080.05,61.58,33.5,17.55,2081.43
88,2016-05-03,2016,1286.88,45.71,50.8,28.91,340.97,17750.91,7828.32,1.15,1.45,4763.22,33.83,2.09,43.65,608.85,1067.8,60.37,31.42,17.48,2063.37
89,2016-05-04,2016,1282.76,43.8,50.8,28.5,337.81,17651.26,7756.14,1.15,1.45,4725.64,32.35,2.14,43.78,596.45,1063.05,58.72,30.55,17.46,2051.12
90,2016-05-05,2016,1277.62,44.98,50.8,28.24,337.62,17660.71,7667.48,1.14,1.45,4717.09,32.86,2.08,44.32,600.7,1065.7,59.56,30.5,17.38,2050.63
91,2016-05-06,2016,1288.02,46.04,50.65,28.38,338.04,17740.63,7738.96,1.14,1.44,4736.16,34.13,2.1,44.66,607.2,1082.0,59.81,30.9,17.49,2057.14
92,2016-05-06,2016,1288.02,46.04,50.65,28.53,338.04,17740.63,7738.96,1.14,1.44,4736.16,34.13,2.1,44.66,607.2,1082.0,59.81,30.9,17.49,2057.14
93,2016-05-09,2016,1262.83,44.11,50.2,27.52,340.82,17705.91,7738.53,1.14,1.44,4750.21,31.83,2.1,43.44,584.1,1045.9,56.14,28.47,16.98,2058.69
94,2016-05-10,2016,1265.3,45.35,50.2,27.74,343.41,17928.35,7831.97,1.14,1.44,4809.88,33.03,2.16,44.66,592.2,1053.85,57.7,29.59,17.1,2084.39
95,2016-05-11,2016,1277.83,46.66,50.4,27.88,348.45,17711.12,7710.45,1.14,1.44,4760.69,33.88,2.17,46.23,608.05,1068.95,58.59,29.4,17.43,2064.46
96,2016-05-12,2016,1266.73,45.75,50.35,27.78,348.53,17720.5,7600.2,1.14,1.44,4737.33,33.21,2.15,46.7,596.65,1050.65,57.57,28.7,17.07,2064.11
97,2016-05-13,2016,1273.35,46.2,50.55,27.06,352.29,17535.32,7507.31,1.13,1.44,4717.68,34.07,2.1,46.21,592.4,1054.25,57.73,28.29,17.12,2046.61
98,2016-05-16,2016,1275.27,47.53,50.65,27.35,351.92,17710.71,7562.61,1.13,1.44,4775.46,35.42,2.03,47.72,591.0,1054.6,58.79,29.02,17.17,2066.66
99,2016-05-17,2016,1279.22,48.31,50.85,27.58,351.55,17529.98,7607.63,1.13,1.45,4715.73,35.55,2.05,48.31,584.6,1056.6,57.46,29.44,17.26,2047.21
100,2016-05-18,2016,1260.44,44.89,50.85,26.8,354.77,17526.62,7630.35,1.12,1.46,4739.12,33.52,2.0,48.19,579.6,1032.3,54.17,28.46,16.9,2047.63
101,2016-05-19,2016,1257.04,45.67,50.95,26.96,341.66,17435.4,7585.88,1.12,1.46,4712.53,34.14,2.04,48.16,558.45,1018.0,55.22,28.79,16.52,2040.04
102,2016-05-20,2016,1252.26,46.18,50.95,26.7,343.51,17500.94,7671.89,1.12,1.45,4769.56,33.73,2.06,47.75,562.85,1024.0,55.45,28.31,16.53,2052.32
103,2016-05-23,2016,1249.64,45.93,50.95,26.74,344.49,17492.93,7638.09,1.12,1.45,4765.78,33.83,2.06,48.08,550.25,1015.1,55.85,28.34,16.39,2048.04
104,2016-05-24,2016,1225.42,44.15,51.0,26.48,346.8,17706.05,7681.15,1.11,1.46,4861.06,31.74,1.98,48.62,537.95,1000.45,54.03,28.64,16.22,2076.06
105,2016-05-25,2016,1225.01,44.82,51.25,26.86,348.06,17851.51,7743.71,1.12,1.47,4894.89,32.38,1.99,49.56,530.4,995.5,56.06,29.5,16.32,2090.54
106,2016-05-26,2016,1222.19,45.15,51.35,26.69,350.74,17828.29,7722.69,1.12,1.47,4901.77,32.45,1.96,49.48,543.4,997.35,55.85,28.92,16.35,2090.1
107,2016-05-27,2016,1212.95,44.14,51.35,26.61,353.42,17873.22,7772.28,1.11,1.46,4933.5,31.96,2.17,49.33,539.6,978.3,55.02,28.73,16.23,2099.06
108,2016-05-30,2016,1210.02,44.53,53.2,26.33,352.82,17830.21,7785.32,1.11,1.46,4940.77,32.18,2.17,49.51,543.92,974.25,55.58,28.38,16.03,2098.0
109,2016-05-31,2016,1216.78,44.92,53.5,26.05,348.66,17787.2,7798.35,1.11,1.45,4948.05,32.41,2.29,49.1,547.75,981.1,56.13,28.04,16.01,2096.95
110,2016-06-01,2016,1213.34,45.17,53.1,26.05,347.32,17789.67,7773.25,1.12,1.44,4952.25,32.66,2.38,49.01,549.45,974.7,56.27,27.52,15.96,2099.33
111,2016-06-02,2016,1208.15,45.12,53.55,26.27,349.94,17838.56,7763.08,1.12,1.44,4971.36,32.35,2.4,49.17,535.6,957.2,56.29,27.58,15.98,2105.26
112,2016-06-03,2016,1244.37,50.16,54.0,26.42,345.42,17807.06,7730.13,1.14,1.45,4942.52,35.4,2.4,48.62,549.25,988.05,61.55,28.34,16.41,2099.13
113,2016-06-06,2016,1244.69,50.26,54.65,26.98,344.56,17920.33,7772.4,1.14,1.44,4968.71,35.43,2.47,49.69,557.05,996.85,62.64,29.83,16.46,2109.41
114,2016-06-07,2016,1244.17,50.15,54.15,26.54,350.76,17938.28,7855.12,1.14,1.45,4961.75,35.19,2.47,50.36,552.95,1001.1,62.78,29.39,16.4,2112.13
115,2016-06-07,2016,1244.17,50.15,54.15,26.54,350.76,17938.28,7855.12,1.14,1.45,4961.75,34.95,2.47,50.36,552.95,1001.1,62.78,29.39,16.4,2112.13
116,2016-06-08,2016,1264.99,50.59,53.4,26.82,349.16,18005.05,7900.68,1.14,1.45,4974.64,35.38,2.47,51.23,562.0,1015.95,65.34,29.93,17.16,2119.12
117,2016-06-09,2016,1266.17,51.1,52.95,26.17,348.78,17985.19,7882.23,1.13,1.45,4958.62,35.9,2.62,50.56,561.45,1001.1,66.52,28.75,17.24,2115.48
118,2016-06-10,2016,1273.9,50.59,53.0,25.97,337.96,17865.34,7764.85,1.13,1.43,4894.55,35.79,2.56,49.07,548.4,993.6,65.56,27.94,17.34,2096.07
119,2016-06-13,2016,1282.56,51.43,53.05,26.01,331.54,17732.48,7676.1,1.13,1.43,4848.44,35.89,2.58,48.88,546.65,992.7,65.9,28.07,17.44,2079.06
120,2016-06-14,2016,1284.48,49.92,52.4,25.58,326.53,17674.82,7564.81,1.12,1.41,4843.55,35.15,2.6,48.49,536.55,975.45,65.05,27.32,17.39,2075.32
121,2016-06-15,2016,1293.84,51.26,52.45,26.21,328.16,17640.17,7569.07,1.13,1.42,4834.93,36.24,2.6,48.01,534.65,977.6,67.82,28.31,17.56,2071.5
122,2016-06-16,2016,1282.08,50.51,52.6,26.07,327.31,17733.1,7546.11,1.12,1.42,4844.92,35.61,2.58,46.21,537.25,979.2,65.8,28.45,17.28,2077.99
123,2016-06-17,2016,1298.75,50.22,52.55,26.59,329.32,17675.16,7589.84,1.13,1.44,4800.34,35.65,2.62,47.98,532.65,970.95,66.49,29.19,17.5,2071.22
124,2016-06-20,2016,1288.01,50.39,52.85,27.24,341.96,17804.87,7672.62,1.13,1.47,4837.21,35.33,2.75,49.37,550.55,987.1,67.51,30.05,17.47,2083.25
125,2016-06-21,2016,1268.68,49.64,52.75,27.24,338.94,17829.73,7649.29,1.12,1.46,4843.76,34.83,2.77,48.85,554.05,978.65,66.53,30.17,17.26,2088.9
126,2016-06-22,2016,1262.8,50.4,52.95,27.24,338.02,17780.83,7600.2,1.13,1.47,4833.32,35.72,2.68,49.13,560.52,979.55,66.5,30.34,17.25,2085.45
127,2016-06-23,2016,1267.49,49.8,52.95,28.0,345.15,18011.07,7671.53,1.14,1.49,4910.04,35.39,2.7,50.11,566.05,973.0,66.85,31.09,17.4,2113.32
128,2016-06-24,2016,1333.7,52.03,52.9,25.56,321.44,17400.75,7320.55,1.11,1.37,4707.98,37.19,2.66,47.64,548.8,987.15,69.17,28.76,17.75,2037.41
129,2016-06-27,2016,1324.8,52.54,54.05,25.52,307.12,17140.24,7093.4,1.1,1.32,4594.44,37.69,2.72,46.33,559.75,982.6,69.15,28.01,17.75,2000.54
130,2016-06-28,2016,1314.21,52.32,55.25,26.09,315.19,17409.72,7252.63,1.11,1.33,4691.87,37.17,2.92,47.85,573.65,983.4,68.89,28.96,17.78,2036.09
131,2016-06-29,2016,1316.27,52.96,55.65,26.37,322.13,17694.68,7412.95,1.11,1.34,4779.25,37.69,2.86,49.88,587.8,1008.8,70.64,29.95,18.23,2070.77
132,2016-06-30,2016,1322.05,53.5,56.95,26.98,325.74,17929.99,7485.13,1.11,1.33,4842.67,39.12,2.92,48.33,599.98,1028.85,72.02,31.3,18.78,2098.86
133,2016-07-01,2016,1341.5,55.6,58.15,26.44,329.92,17949.37,7557.62,1.11,1.33,4862.57,40.34,2.99,48.99,606.3,1064.3,74.47,31.57,19.78,2102.95
134,2016-07-04,2016,1349.66,55.46,59.2,25.94,327.98,17895.0,7509.84,1.12,1.33,4842.73,40.36,2.92,48.65,614.08,1067.6,74.64,31.04,20.41,2095.75
135,2016-07-05,2016,1362.77,55.32,58.6,25.43,322.43,17840.62,7462.05,1.11,1.3,4822.9,40.38,2.76,46.6,605.5,1079.4,74.8,30.5,20.25,2088.55
136,2016-07-06,2016,1366.36,56.34,58.4,25.39,315.81,17918.62,7458.03,1.11,1.29,4859.16,41.42,2.79,47.43,607.88,1090.8,78.25,30.89,20.16,2099.73
137,2016-07-07,2016,1360.61,55.32,58.95,25.29,317.66,17895.88,7492.56,1.11,1.29,4876.81,40.96,2.78,45.14,610.38,1093.25,79.36,30.28,19.77,2097.9
138,2016-07-08,2016,1366.54,55.84,59.25,25.77,322.47,18146.74,7683.28,1.11,1.3,4956.76,41.14,2.8,45.41,618.5,1101.95,82.04,31.59,20.29,2129.9
139,2016-07-11,2016,1354.59,55.54,59.6,26.07,330.39,18226.93,7711.91,1.11,1.3,4988.64,41.06,2.7,44.76,624.42,1102.7,83.22,32.13,20.29,2137.16
140,2016-07-12,2016,1334.05,54.28,60.7,26.34,334.42,18347.67,7879.06,1.11,1.32,5022.82,39.96,2.73,46.8,627.4,1096.05,80.36,33.19,20.16,2152.14
141,2016-07-13,2016,1345.86,56.81,61.1,26.76,331.82,18372.12,7930.71,1.11,1.31,5005.73,40.88,2.74,44.75,646.7,1098.9,81.72,33.14,20.42,2152.43
142,2016-07-14,2016,1334.85,56.08,61.1,26.59,336.49,18506.41,8015.93,1.11,1.33,5034.06,41.62,2.73,45.68,650.0,1105.15,81.59,33.47,20.32,2163.75
143,2016-07-15,2016,1337.57,56.07,61.3,26.42,335.6,18516.55,7985.17,1.1,1.32,5029.59,41.33,2.76,45.95,651.02,1099.0,80.54,32.86,20.24,2161.74
144,2016-07-18,2016,1329.08,56.07,60.85,26.45,333.99,18533.05,7972.86,1.11,1.33,5055.78,41.63,2.72,45.24,646.12,1100.3,81.48,32.99,20.0,2166.89
145,2016-07-19,2016,1333.01,55.71,60.95,26.1,331.2,18559.01,7961.47,1.1,1.31,5036.37,41.39,2.73,44.65,657.42,1096.85,80.48,31.19,19.88,2163.78
146,2016-07-20,2016,1313.12,52.25,60.9,26.12,334.45,18595.03,7962.33,1.1,1.32,5089.93,39.29,2.66,44.94,671.8,1088.0,77.22,30.8,19.29,2173.02
147,2016-07-21,2016,1332.4,53.23,60.95,26.34,332.33,18517.23,7858.59,1.1,1.32,5073.9,40.52,2.69,44.75,687.2,1107.75,78.88,31.57,19.82,2165.17
148,2016-07-22,2016,1322.29,53.73,60.85,26.26,331.07,18570.85,7965.98,1.1,1.31,5100.16,41.27,2.78,44.19,685.67,1087.5,79.32,31.35,19.64,2175.03
