"Date","Price","Open","High","Low","Vol.","Change %"
"12/30/2022","1.0702","1.0663","1.0714","1.0639","71.53K","0.38%"
"12/29/2022","1.0661","1.0609","1.0691","1.0609","59.74K","0.50%"
"12/28/2022","1.0608","1.0642","1.0675","1.0606","56.02K","-0.28%"
"12/27/2022","1.0638","1.0638","1.0670","1.0611","68.37K","0.03%"
"12/26/2022","1.0635","1.0611","1.0638","1.0604","17.50K","0.20%"
"12/23/2022","1.0614","1.0595","1.0633","1.0586","94.32K","0.20%"
"12/22/2022","1.0593","1.0607","1.0660","1.0573","97.30K","-0.09%"
"12/21/2022","1.0603","1.0625","1.0647","1.0589","86.75K","-0.17%"
"12/20/2022","1.0621","1.0606","1.0660","1.0579","130.48K","0.15%"
"12/19/2022","1.0605","1.0591","1.0659","1.0575","91.77K","0.22%"
"12/16/2022","1.0582","1.0626","1.0663","1.0584","96.98K","-0.41%"
"12/15/2022","1.0626","1.0683","1.0737","1.0592","96.30K","-0.52%"
"12/14/2022","1.0682","1.0633","1.0696","1.0618","93.43K","0.49%"
"12/13/2022","1.0630","1.0534","1.0674","1.0527","76.62K","0.90%"
"12/12/2022","1.0535","1.0528","1.0581","1.0506","72.91K","0.05%"
"12/09/2022","1.0530","1.0559","1.0589","1.0507","81.68K","-0.25%"
"12/08/2022","1.0556","1.0508","1.0566","1.0489","89.81K","0.49%"
"12/07/2022","1.0505","1.0469","1.0551","1.0443","102.17K","0.34%"
"12/06/2022","1.0469","1.0489","1.0533","1.0459","83.94K","-0.21%"
"12/05/2022","1.0491","1.0517","1.0596","1.0480","91.07K","-0.45%"
"12/02/2022","1.0538","1.0524","1.0546","1.0428","82.22K","0.15%"
"12/01/2022","1.0522","1.0407","1.0534","1.0393","108.31K","1.12%"
"11/30/2022","1.0405","1.0329","1.0430","1.0289","92.19K","0.76%"
"11/29/2022","1.0327","1.0340","1.0395","1.0319","75.18K","-0.10%"
"11/28/2022","1.0337","1.0382","1.0497","1.0330","78.44K","-0.56%"
"11/25/2022","1.0395","1.0409","1.0430","1.0354","70.18K","-0.12%"
"11/24/2022","1.0408","1.0398","1.0450","1.0381","68.51K","0.13%"
"11/23/2022","1.0395","1.0304","1.0405","1.0296","74.48K","0.90%"
"11/22/2022","1.0302","1.0243","1.0309","1.0239","79.18K","0.60%"
"11/21/2022","1.0241","1.0318","1.0334","1.0223","82.17K","-0.80%"
"11/18/2022","1.0324","1.0362","1.0396","1.0313","95.10K","-0.35%"
"11/17/2022","1.0360","1.0395","1.0408","1.0304","98.80K","-0.31%"
"11/16/2022","1.0392","1.0349","1.0439","1.0330","103.83K","0.43%"
"11/15/2022","1.0348","1.0325","1.0481","1.0280","104.61K","0.22%"
"11/14/2022","1.0325","1.0366","1.0368","1.0271","103.34K","-0.26%"
"11/11/2022","1.0352","1.0209","1.0365","1.0163","113.99K","1.41%"
"11/10/2022","1.0208","1.0008","1.0223","0.9935","128.78K","1.97%"
"11/09/2022","1.0011","1.0074","1.0089","0.9992","117.09K","-0.61%"
"11/08/2022","1.0072","1.0022","1.0097","0.9972","100.70K","0.53%"
"11/07/2022","1.0019","0.9911","1.0035","0.9899","94.49K","0.59%"
"11/04/2022","0.9960","0.9750","0.9967","0.9742","86.22K","2.14%"
"11/03/2022","0.9751","0.9819","0.9840","0.9729","76.01K","-0.67%"
"11/02/2022","0.9817","0.9875","0.9977","0.9812","77.34K","-0.58%"
"11/01/2022","0.9874","0.9882","0.9955","0.9852","71.01K","-0.09%"
"10/31/2022","0.9883","0.9947","0.9966","0.9872","75.22K","-0.80%"
"10/28/2022","0.9963","0.9965","0.9998","0.9926","76.68K","0.01%"
"10/27/2022","0.9962","1.0079","1.0094","0.9957","110.90K","-1.14%"
"10/26/2022","1.0077","0.9966","1.0089","0.9943","84.30K","1.13%"
"10/25/2022","0.9964","0.9874","0.9977","0.9848","74.00K","0.91%"
"10/24/2022","0.9874","0.9867","0.9900","0.9807","91.24K","0.14%"
"10/21/2022","0.9860","0.9786","0.9869","0.9704","92.87K","0.79%"
"10/20/2022","0.9783","0.9773","0.9846","0.9754","92.63K","0.12%"
"10/19/2022","0.9771","0.9858","0.9873","0.9757","88.91K","-0.82%"
"10/18/2022","0.9852","0.9838","0.9876","0.9812","98.98K","0.14%"
"10/17/2022","0.9838","0.9726","0.9853","0.9719","88.29K","1.22%"
"10/14/2022","0.9719","0.9778","0.9809","0.9707","108.59K","-0.55%"
"10/13/2022","0.9773","0.9702","0.9807","0.9632","95.28K","0.71%"
"10/12/2022","0.9704","0.9708","0.9735","0.9668","93.22K","0.01%"
"10/11/2022","0.9703","0.9700","0.9776","0.9672","127.21K","0.03%"
"10/10/2022","0.9700","0.9736","0.9754","0.9682","97.22K","-0.42%"
"10/07/2022","0.9741","0.9790","0.9818","0.9725","78.52K","-0.48%"
"10/06/2022","0.9788","0.9879","0.9927","0.9787","89.26K","-0.95%"
"10/05/2022","0.9882","0.9986","0.9995","0.9834","88.68K","-1.01%"
"10/04/2022","0.9983","0.9826","1.0000","0.9805","86.11K","1.62%"
"10/03/2022","0.9824","0.9800","0.9845","0.9753","97.65K","0.26%"
"09/30/2022","0.9799","0.9816","0.9855","0.9735","94.06K","-0.15%"
"09/29/2022","0.9814","0.9735","0.9816","0.9635","96.26K","0.82%"
"09/28/2022","0.9734","0.9594","0.9751","0.9535","104.44K","1.48%"
"09/27/2022","0.9592","0.9610","0.9671","0.9568","104.22K","-0.15%"
"09/26/2022","0.9606","0.9679","0.9711","0.9567","109.84K","-0.87%"
"09/23/2022","0.9690","0.9837","0.9852","0.9668","90.97K","-1.48%"
"09/22/2022","0.9836","0.9837","0.9908","0.9808","103.83K","-0.01%"
"09/21/2022","0.9837","0.9972","0.9978","0.9813","87.44K","-1.33%"
"09/20/2022","0.9970","1.0023","1.0051","0.9955","72.94K","-0.52%"
"09/19/2022","1.0022","1.0012","1.0030","0.9966","63.18K","0.07%"
"09/16/2022","1.0015","1.0001","1.0037","0.9944","72.84K","0.16%"
"09/15/2022","0.9999","0.9980","1.0019","0.9955","69.08K","0.22%"
"09/14/2022","0.9977","0.9969","1.0024","0.9955","87.67K","0.07%"
"09/13/2022","0.9970","1.0123","1.0188","0.9966","77.65K","-1.47%"
"09/12/2022","1.0119","1.0080","1.0199","1.0059","62.34K","0.80%"
"09/09/2022","1.0039","0.9995","1.0114","0.9995","76.39K","0.45%"
"09/08/2022","0.9994","1.0002","1.0030","0.9930","86.34K","-0.05%"
"09/07/2022","0.9999","0.9904","1.0012","0.9875","82.61K","0.98%"
"09/06/2022","0.9902","0.9927","0.9987","0.9863","101.49K","-0.24%"
"09/05/2022","0.9926","0.9950","0.9950","0.9877","67.11K","-0.25%"
"09/02/2022","0.9951","0.9945","1.0035","0.9942","68.96K","0.07%"
"09/01/2022","0.9944","1.0055","1.0057","0.9911","85.85K","-1.12%"
"08/31/2022","1.0057","1.0014","1.0079","0.9971","87.59K","0.45%"
"08/30/2022","1.0012","0.9996","1.0056","0.9981","90.21K","0.17%"
"08/29/2022","0.9995","0.9977","1.0029","0.9913","59.85K","0.34%"
"08/26/2022","0.9961","0.9974","1.0091","0.9947","60.92K","-0.13%"
"08/25/2022","0.9974","0.9967","1.0035","0.9948","82.50K","0.09%"
"08/24/2022","0.9965","0.9970","1.0000","0.9909","67.56K","-0.02%"
"08/23/2022","0.9967","0.9944","1.0019","0.9900","82.39K","0.26%"
"08/22/2022","0.9941","1.0041","1.0048","0.9926","87.97K","-0.93%"
"08/19/2022","1.0034","1.0089","1.0096","1.0031","76.59K","-0.54%"
"08/18/2022","1.0088","1.0180","1.0194","1.0079","78.31K","-0.90%"
"08/17/2022","1.0180","1.0170","1.0203","1.0145","92.06K","0.10%"
"08/16/2022","1.0170","1.0162","1.0195","1.0122","63.58K","0.10%"
"08/15/2022","1.0160","1.0263","1.0270","1.0155","64.99K","-0.96%"
"08/12/2022","1.0258","1.0316","1.0329","1.0237","80.25K","-0.57%"
"08/11/2022","1.0317","1.0299","1.0366","1.0275","84.77K","0.19%"
"08/10/2022","1.0297","1.0214","1.0369","1.0201","88.51K","0.84%"
"08/09/2022","1.0211","1.0198","1.0248","1.0188","80.55K","0.16%"
"08/08/2022","1.0195","1.0179","1.0223","1.0158","67.81K","0.14%"
"08/05/2022","1.0181","1.0247","1.0253","1.0141","82.58K","-0.61%"
"08/04/2022","1.0243","1.0162","1.0254","1.0154","79.41K","0.78%"
"08/03/2022","1.0164","1.0166","1.0210","1.0122","79.90K","0.00%"
"08/02/2022","1.0164","1.0261","1.0295","1.0163","102.38K","-0.95%"
"08/01/2022","1.0261","1.0218","1.0276","1.0205","84.58K","0.42%"
"07/29/2022","1.0218","1.0196","1.0255","1.0145","81.82K","0.22%"
"07/28/2022","1.0196","1.0198","1.0236","1.0114","106.64K","-0.06%"
"07/27/2022","1.0202","1.0116","1.0222","1.0096","76.15K","0.87%"
"07/26/2022","1.0114","1.0220","1.0251","1.0107","79.22K","-1.04%"
"07/25/2022","1.0220","1.0212","1.0259","1.0179","77.43K","0.10%"
"07/22/2022","1.0210","1.0230","1.0256","1.0129","73.44K","-0.18%"
"07/21/2022","1.0228","1.0178","1.0279","1.0153","105.36K","0.50%"
"07/20/2022","1.0177","1.0228","1.0274","1.0155","92.86K","-0.46%"
"07/19/2022","1.0224","1.0143","1.0270","1.0120","80.21K","0.82%"
"07/18/2022","1.0141","1.0085","1.0202","1.0078","74.88K","0.54%"
"07/15/2022","1.0087","1.0018","1.0099","1.0007","77.73K","0.71%"
"07/14/2022","1.0016","1.0061","1.0065","0.9952","89.57K","-0.44%"
"07/13/2022","1.0060","1.0040","1.0123","0.9998","82.54K","0.24%"
"07/12/2022","1.0036","1.0040","1.0074","0.9999","87.76K","-0.03%"
"07/11/2022","1.0039","1.0173","1.0185","1.0034","77.38K","-1.41%"
"07/08/2022","1.0183","1.0159","1.0193","1.0072","90.46K","0.24%"
"07/07/2022","1.0159","1.0181","1.0222","1.0144","86.85K","-0.22%"
"07/06/2022","1.0181","1.0268","1.0277","1.0161","95.91K","-0.83%"
"07/05/2022","1.0266","1.0419","1.0450","1.0235","85.14K","-1.49%"
"07/04/2022","1.0421","1.0424","1.0464","1.0417","68.80K","-0.07%"
"07/01/2022","1.0428","1.0481","1.0487","1.0366","68.09K","-0.52%"
"06/30/2022","1.0482","1.0441","1.0489","1.0382","83.87K","0.41%"
"06/29/2022","1.0439","1.0518","1.0537","1.0434","90.48K","-0.75%"
"06/28/2022","1.0518","1.0585","1.0607","1.0503","92.98K","-0.61%"
"06/27/2022","1.0583","1.0555","1.0616","1.0549","86.89K","0.27%"
"06/24/2022","1.0554","1.0526","1.0572","1.0511","88.51K","0.29%"
"06/23/2022","1.0523","1.0567","1.0582","1.0482","111.48K","-0.40%"
"06/22/2022","1.0565","1.0527","1.0606","1.0468","84.04K","0.38%"
"06/21/2022","1.0525","1.0510","1.0583","1.0508","83.47K","0.15%"
"06/20/2022","1.0509","1.0472","1.0546","1.0472","76.94K","0.10%"
"06/17/2022","1.0498","1.0548","1.0560","1.0445","85.55K","-0.46%"
"06/16/2022","1.0547","1.0442","1.0602","1.0381","138.96K","1.00%"
"06/15/2022","1.0443","1.0417","1.0509","1.0359","104.81K","0.28%"
"06/14/2022","1.0414","1.0411","1.0486","1.0396","86.87K","0.06%"
"06/13/2022","1.0408","1.0513","1.0520","1.0400","75.50K","-1.02%"
"06/10/2022","1.0515","1.0617","1.0644","1.0505","70.02K","-0.93%"
"06/09/2022","1.0614","1.0717","1.0775","1.0611","79.98K","-0.93%"
"06/08/2022","1.0714","1.0700","1.0749","1.0671","57.45K","0.14%"
"06/07/2022","1.0699","1.0695","1.0715","1.0652","62.17K","0.05%"
"06/06/2022","1.0694","1.0722","1.0753","1.0683","61.18K","-0.22%"
"06/03/2022","1.0718","1.0747","1.0765","1.0704","36.97K","-0.25%"
"06/02/2022","1.0745","1.0649","1.0751","1.0645","52.86K","0.93%"
"06/01/2022","1.0646","1.0734","1.0739","1.0626","57.34K","-0.81%"
"05/31/2022","1.0733","1.0778","1.0780","1.0678","72.22K","-0.41%"
"05/30/2022","1.0777","1.0737","1.0788","1.0726","54.77K","0.47%"
"05/27/2022","1.0727","1.0726","1.0766","1.0697","64.64K","0.03%"
"05/26/2022","1.0724","1.0684","1.0733","1.0662","64.32K","0.41%"
"05/25/2022","1.0680","1.0735","1.0740","1.0642","73.49K","-0.50%"
"05/24/2022","1.0734","1.0690","1.0749","1.0661","68.66K","0.42%"
"05/23/2022","1.0689","1.0572","1.0698","1.0558","72.25K","1.22%"
"05/20/2022","1.0560","1.0586","1.0599","1.0532","79.33K","-0.25%"
"05/19/2022","1.0586","1.0470","1.0608","1.0460","78.99K","1.15%"
"05/18/2022","1.0466","1.0549","1.0565","1.0460","79.53K","-0.77%"
"05/17/2022","1.0547","1.0434","1.0556","1.0429","76.97K","1.11%"
"05/16/2022","1.0431","1.0405","1.0444","1.0388","63.92K","0.19%"
"05/13/2022","1.0411","1.0379","1.0421","1.0350","75.66K","0.31%"
"05/12/2022","1.0379","1.0512","1.0530","1.0353","103.61K","-1.26%"
"05/11/2022","1.0511","1.0529","1.0577","1.0502","107.91K","-0.15%"
"05/10/2022","1.0527","1.0557","1.0586","1.0525","71.60K","-0.27%"
"05/09/2022","1.0555","1.0552","1.0594","1.0495","66.96K","0.04%"
"05/06/2022","1.0551","1.0544","1.0601","1.0482","84.53K","0.10%"
"05/05/2022","1.0540","1.0623","1.0642","1.0493","85.99K","-0.76%"
"05/04/2022","1.0621","1.0516","1.0632","1.0505","64.71K","0.96%"
"05/03/2022","1.0520","1.0502","1.0579","1.0491","68.53K","0.15%"
"05/02/2022","1.0504","1.0550","1.0569","1.0490","49.74K","-0.35%"
"04/29/2022","1.0541","1.0498","1.0593","1.0491","87.17K","0.45%"
"04/28/2022","1.0494","1.0557","1.0566","1.0471","89.07K","-0.58%"
"04/27/2022","1.0555","1.0638","1.0655","1.0513","89.56K","-0.76%"
"04/26/2022","1.0636","1.0713","1.0740","1.0635","91.48K","-0.70%"
"04/25/2022","1.0711","1.0841","1.0842","1.0697","98.74K","-0.77%"
"04/22/2022","1.0794","1.0838","1.0853","1.0770","74.46K","-0.39%"
"04/21/2022","1.0836","1.0853","1.0937","1.0824","85.69K","-0.13%"
"04/20/2022","1.0850","1.0788","1.0868","1.0783","83.76K","0.59%"
"04/19/2022","1.0786","1.0783","1.0815","1.0761","77.56K","0.06%"
"04/18/2022","1.0780","1.0805","1.0822","1.0769","34.70K","-0.24%"
"04/15/2022","1.0806","1.0828","1.0832","1.0796","39.97K","-0.19%"
"04/14/2022","1.0827","1.0887","1.0925","1.0757","86.69K","-0.53%"
"04/13/2022","1.0885","1.0830","1.0896","1.0809","74.81K","0.54%"
"04/12/2022","1.0826","1.0882","1.0905","1.0821","55.12K","-0.52%"
"04/11/2022","1.0883","1.0935","1.0951","1.0872","61.06K","0.06%"
"04/08/2022","1.0876","1.0879","1.0892","1.0836","56.37K","-0.02%"
"04/07/2022","1.0878","1.0893","1.0939","1.0864","63.15K","-0.14%"
"04/06/2022","1.0893","1.0906","1.0939","1.0874","57.66K","-0.09%"
"04/05/2022","1.0903","1.0973","1.0990","1.0899","50.42K","-0.61%"
"04/04/2022","1.0970","1.1039","1.1056","1.0960","70.48K","-0.75%"
"04/01/2022","1.1053","1.1065","1.1077","1.1027","96.87K","-0.11%"
"03/31/2022","1.1065","1.1158","1.1185","1.1061","77.25K","-0.82%"
"03/30/2022","1.1156","1.1087","1.1171","1.1083","82.34K","0.64%"
"03/29/2022","1.1085","1.0980","1.1137","1.0970","84.95K","0.97%"
"03/28/2022","1.0978","1.0989","1.1000","1.0944","58.63K","-0.03%"
"03/25/2022","1.0981","1.0994","1.1039","1.0979","55.19K","-0.14%"
"03/24/2022","1.0996","1.1004","1.1014","1.0965","54.04K","-0.07%"
"03/23/2022","1.1004","1.1027","1.1044","1.0963","62.58K","-0.21%"
"03/22/2022","1.1027","1.1018","1.1047","1.0960","67.25K","0.12%"
"03/21/2022","1.1014","1.1059","1.1070","1.1010","64.42K","-0.37%"
"03/18/2022","1.1055","1.1091","1.1120","1.1003","58.86K","-0.31%"
"03/17/2022","1.1089","1.1036","1.1138","1.1008","76.72K","0.52%"
"03/16/2022","1.1032","1.0956","1.1048","1.0948","83.23K","0.74%"
"03/15/2022","1.0951","1.0940","1.1020","1.0926","80.80K","0.11%"
"03/14/2022","1.0939","1.0943","1.0994","1.0900","69.05K","0.28%"
"03/11/2022","1.0909","1.0984","1.1044","1.0901","87.09K","-0.67%"
"03/10/2022","1.0983","1.1075","1.1121","1.0976","88.31K","-0.83%"
"03/09/2022","1.1075","1.0903","1.1096","1.0890","100.09K","1.61%"
"03/08/2022","1.0899","1.0855","1.0960","1.0848","99.68K","0.43%"
"03/07/2022","1.0852","1.0953","1.0953","1.0805","100.00K","-0.68%"
"03/04/2022","1.0926","1.1068","1.1069","1.0886","82.96K","-1.25%"
"03/03/2022","1.1064","1.1118","1.1125","1.1033","78.70K","-0.51%"
"03/02/2022","1.1121","1.1127","1.1147","1.1057","79.28K","-0.04%"
"03/01/2022","1.1126","1.1218","1.1234","1.1090","89.11K","-0.83%"
"02/28/2022","1.1219","1.1179","1.1247","1.1122","86.10K","-0.43%"
"02/25/2022","1.1267","1.1192","1.1275","1.1165","79.32K","0.68%"
"02/24/2022","1.1191","1.1313","1.1314","1.1106","103.42K","-1.04%"
"02/23/2022","1.1309","1.1327","1.1359","1.1300","64.39K","-0.14%"
"02/22/2022","1.1325","1.1312","1.1367","1.1287","85.66K","0.13%"
"02/21/2022","1.1310","1.1315","1.1391","1.1306","51.07K","-0.10%"
"02/18/2022","1.1321","1.1362","1.1378","1.1314","64.20K","-0.34%"
"02/17/2022","1.1360","1.1374","1.1386","1.1322","80.17K","-0.11%"
"02/16/2022","1.1373","1.1360","1.1396","1.1344","70.76K","0.15%"
"02/15/2022","1.1356","1.1307","1.1369","1.1301","74.42K","0.45%"
"02/14/2022","1.1305","1.1344","1.1370","1.1279","81.23K","-0.39%"
"02/11/2022","1.1349","1.1428","1.1431","1.1329","82.40K","-0.68%"
"02/10/2022","1.1427","1.1429","1.1496","1.1374","84.63K","0.04%"
"02/09/2022","1.1422","1.1416","1.1449","1.1402","67.49K","0.07%"
"02/08/2022","1.1414","1.1443","1.1450","1.1395","100.06K","-0.24%"
"02/07/2022","1.1442","1.1468","1.1469","1.1415","75.92K","-0.03%"
"02/04/2022","1.1446","1.1439","1.1485","1.1411","85.84K","0.07%"
"02/03/2022","1.1438","1.1306","1.1452","1.1267","68.02K","1.19%"
"02/02/2022","1.1303","1.1270","1.1331","1.1266","48.06K","0.30%"
"02/01/2022","1.1269","1.1234","1.1279","1.1221","53.47K","0.32%"
"01/31/2022","1.1233","1.1147","1.1249","1.1138","55.96K","0.81%"
"01/28/2022","1.1143","1.1146","1.1174","1.1121","62.02K","0.00%"
"01/27/2022","1.1143","1.1240","1.1244","1.1132","68.31K","-0.84%"
"01/26/2022","1.1237","1.1301","1.1312","1.1235","62.70K","-0.55%"
"01/25/2022","1.1299","1.1324","1.1330","1.1263","72.71K","-0.21%"
"01/24/2022","1.1323","1.1343","1.1346","1.1290","93.65K","-0.15%"
"01/21/2022","1.1340","1.1312","1.1360","1.1300","70.09K","0.27%"
"01/20/2022","1.1310","1.1342","1.1370","1.1302","74.10K","-0.27%"
"01/19/2022","1.1341","1.1321","1.1358","1.1318","87.94K","0.14%"
"01/18/2022","1.1325","1.1408","1.1422","1.1314","102.17K","-0.72%"
"01/17/2022","1.1407","1.1414","1.1436","1.1392","60.66K","-0.06%"
"01/14/2022","1.1414","1.1454","1.1484","1.1398","63.77K","-0.34%"
"01/13/2022","1.1453","1.1443","1.1482","1.1435","59.44K","0.10%"
"01/12/2022","1.1442","1.1366","1.1453","1.1354","60.52K","0.69%"
"01/11/2022","1.1364","1.1325","1.1375","1.1313","58.48K","0.35%"
"01/10/2022","1.1324","1.1353","1.1362","1.1285","55.31K","-0.31%"
"01/07/2022","1.1359","1.1293","1.1365","1.1289","44.10K","0.60%"
"01/06/2022","1.1291","1.1314","1.1332","1.1285","66.51K","-0.19%"
"01/05/2022","1.1313","1.1287","1.1347","1.1277","45.06K","0.25%"
"01/04/2022","1.1285","1.1298","1.1323","1.1272","47.58K","-0.08%"
"01/03/2022","1.1294","1.1365","1.1381","1.1279","33.87K","-0.65%"
"12/31/2021","1.1368","1.1324","1.1387","1.1302","25.72K","0.40%"
"12/30/2021","1.1323","1.1349","1.1360","1.1298","37.87K","-0.22%"
"12/29/2021","1.1348","1.1310","1.1370","1.1273","42.45K","0.34%"
"12/28/2021","1.1309","1.1329","1.1335","1.1289","43.38K","-0.14%"
"12/27/2021","1.1325","1.1318","1.1335","1.1302","38.12K","0.07%"
"12/24/2021","1.1317","1.1330","1.1344","1.1303","47.10K","-0.10%"
"12/23/2021","1.1328","1.1325","1.1343","1.1289","58.12K","0.04%"
"12/22/2021","1.1324","1.1279","1.1343","1.1264","62.74K","0.36%"
"12/21/2021","1.1283","1.1277","1.1303","1.1260","74.53K","0.07%"
"12/20/2021","1.1275","1.1242","1.1305","1.1234","80.10K","0.32%"
"12/17/2021","1.1239","1.1330","1.1350","1.1235","64.50K","-0.79%"
"12/16/2021","1.1328","1.1286","1.1361","1.1280","67.61K","0.38%"
"12/15/2021","1.1285","1.1259","1.1300","1.1221","101.40K","0.25%"
"12/14/2021","1.1257","1.1285","1.1327","1.1253","153.70K","-0.23%"
"12/13/2021","1.1283","1.1316","1.1321","1.1259","75.51K","-0.25%"
"12/10/2021","1.1311","1.1293","1.1325","1.1264","89.00K","0.17%"
"12/09/2021","1.1292","1.1342","1.1348","1.1278","81.41K","-0.44%"
"12/08/2021","1.1342","1.1267","1.1356","1.1264","141.96K","0.70%"
"12/07/2021","1.1263","1.1287","1.1301","1.1228","155.96K","-0.19%"
"12/06/2021","1.1285","1.1321","1.1321","1.1266","93.43K","-0.25%"
"12/03/2021","1.1313","1.1301","1.1334","1.1265","79.00K","0.12%"
"12/02/2021","1.1299","1.1320","1.1349","1.1294","85.49K","-0.18%"
"12/01/2021","1.1319","1.1339","1.1360","1.1302","117.46K","-0.15%"
"11/30/2021","1.1336","1.1291","1.1384","1.1236","128.37K","0.40%"
"11/29/2021","1.1291","1.1309","1.1316","1.1258","85.22K","-0.23%"
"11/26/2021","1.1317","1.1209","1.1331","1.1205","118.35K","0.99%"
"11/25/2021","1.1206","1.1198","1.1231","1.1198","77.42K","0.08%"
"11/24/2021","1.1197","1.1248","1.1256","1.1185","81.95K","-0.44%"
"11/23/2021","1.1246","1.1237","1.1276","1.1226","94.41K","0.11%"
"11/22/2021","1.1234","1.1292","1.1293","1.1230","130.39K","-0.48%"
"11/19/2021","1.1288","1.1371","1.1374","1.1250","64.96K","-0.71%"
"11/18/2021","1.1369","1.1319","1.1375","1.1314","102.38K","0.44%"
"11/17/2021","1.1319","1.1321","1.1333","1.1264","84.79K","0.00%"
"11/16/2021","1.1319","1.1368","1.1386","1.1309","75.97K","-0.42%"
"11/15/2021","1.1367","1.1452","1.1465","1.1356","68.25K","-0.72%"
"11/12/2021","1.1450","1.1454","1.1463","1.1432","67.65K","0.00%"
"11/11/2021","1.1450","1.1482","1.1488","1.1443","52.72K","-0.24%"
"11/10/2021","1.1478","1.1593","1.1596","1.1475","77.73K","-0.97%"
"11/09/2021","1.1591","1.1588","1.1609","1.1569","59.02K","0.04%"
"11/08/2021","1.1586","1.1555","1.1595","1.1550","68.43K","0.17%"
"11/05/2021","1.1566","1.1553","1.1574","1.1513","73.65K","0.12%"
"11/04/2021","1.1552","1.1611","1.1617","1.1528","81.97K","-0.50%"
"11/03/2021","1.1610","1.1579","1.1617","1.1561","84.99K","0.29%"
"11/02/2021","1.1577","1.1605","1.1615","1.1574","76.22K","-0.25%"
"11/01/2021","1.1606","1.1559","1.1610","1.1545","88.67K","0.39%"
