date,year,gold,silver,platinum,coal_monthly,n_gas,oil,euro,gb_pound,dowjones_industrial,dowjones_transport,nasdaq,snp,southern_copper,rio_tinto,royal_gold,newmont,agnico_mines
2009-11-18,2009,1142.3,18.46,22.89,75.7,4.25,79.58,1.5,1.67,10426.31,4028.62,1801.74,1109.8,35.28,55.0,53.0,52.7,60.8
2009-11-19,2009,1142.5,18.52,22.41,75.7,4.34,77.46,1.49,1.67,10332.44,3956.09,1773.19,1094.9,34.96,53.46,53.28,52.66,61.71
2009-11-20,2009,1148.3,18.47,22.15,75.7,4.42,76.72,1.49,1.65,10318.16,3945.52,1764.39,1091.38,34.87,52.97,52.94,52.26,60.81
2009-11-23,2009,1163.0,18.56,23.24,75.7,4.47,77.56,1.5,1.66,10450.95,3983.46,1792.94,1106.24,35.05,53.47,54.08,53.34,62.99
2009-11-24,2009,1164.7,18.37,23.28,75.7,4.49,76.02,1.5,1.66,10433.71,3950.37,1786.25,1105.65,34.82,52.47,53.87,53.35,63.13
2009-11-25,2009,1186.6,18.79,23.61,75.7,5.16,77.96,1.51,1.67,10464.4,3972.32,1793.67,1110.63,35.86,52.58,55.08,54.9,65.02
2009-11-26,2009,1191.9,18.64,23.605,75.7,5.175000000000001,77.005,1.5,1.65,10387.16,3947.58,1779.565,1101.06,35.239999999999995,51.849999999999994,54.195,54.125,63.72
2009-11-27,2009,1176.6,18.27,23.6,75.7,5.19,76.05,1.5,1.65,10309.92,3922.84,1765.46,1091.49,34.62,51.12,53.31,53.35,62.42
2009-11-30,2009,1178.5,18.44,23.55,75.7,4.85,77.28,1.5,1.65,10344.84,3937.89,1767.43,1095.63,34.84,51.03,53.82,53.64,62.66
2009-12-01,2009,1197.5,19.08,24.0,86.36,4.76,78.37,1.51,1.66,10471.58,3996.76,1787.71,1108.86,35.28,52.92,54.72,55.66,65.46
2009-12-02,2009,1213.0,19.27,24.9,86.36,4.53,76.6,1.5,1.66,10452.68,4037.69,1790.82,1109.24,36.4,54.97,55.74,55.83,67.69
2009-12-03,2009,1216.5,19.05,24.75,86.36,4.46,76.46,1.51,1.66,10366.15,4014.54,1782.91,1099.92,35.16,52.55,54.09,54.58,65.63
2009-12-04,2009,1159.5,18.42,23.98,86.36,4.59,75.47,1.49,1.64,10388.9,4101.76,1791.91,1105.98,33.61,51.97,51.26,52.05,63.16
2009-12-07,2009,1157.9,18.18,24.8,86.36,4.97,73.93,1.48,1.64,10390.11,4059.91,1783.65,1103.25,33.28,51.85,51.16,51.83,62.72
2009-12-08,2009,1137.9,17.62,24.0,86.36,5.11,72.62,1.47,1.63,10285.97,4055.11,1772.73,1091.94,31.97,50.14,50.55,50.33,60.78
2009-12-09,2009,1121.7,17.21,23.67,86.36,4.9,70.67,1.47,1.63,10337.05,4059.54,1789.7,1095.95,32.82,51.42,51.72,51.74,62.43
2009-12-10,2009,1124.9,17.22,24.09,86.36,5.3,70.54,1.47,1.63,10405.83,4072.95,1799.37,1102.35,32.68,50.62,51.54,51.69,62.42
2009-12-11,2009,1116.0,17.13,24.75,86.36,5.16,69.87,1.46,1.62,10471.5,4093.82,1792.06,1106.41,32.84,50.96,50.08,51.18,61.09
2009-12-14,2009,1123.2,17.35,26.1,86.36,5.33,69.51,1.47,1.63,10501.05,4165.11,1809.09,1114.11,33.25,52.48,50.79,51.57,60.31
2009-12-15,2009,1123.5,17.44,25.29,86.36,5.52,70.69,1.45,1.63,10452.0,4163.79,1798.21,1107.93,33.26,51.01,49.95,50.59,59.54
2009-12-16,2009,1136.0,17.69,25.48,86.36,5.46,72.66,1.45,1.63,10441.12,4174.63,1800.82,1109.18,33.46,52.22,50.03,50.71,60.2
2009-12-17,2009,1100.8,17.2,25.75,86.36,5.77,72.65,1.43,1.62,10308.26,4124.92,1778.27,1096.08,32.01,50.65,47.0,47.63,53.99
2009-12-18,2009,1108.5,17.25,25.6,86.36,5.78,73.36,1.43,1.61,10328.89,4128.53,1807.36,1102.47,32.01,50.94,48.13,48.26,54.28
2009-12-21,2009,1095.1,17.01,25.23,86.36,5.67,72.47,1.43,1.6,10414.14,4165.62,1828.79,1114.05,32.21,51.04,47.52,46.98,53.28
2009-12-22,2009,1087.5,16.98,25.99,86.36,5.72,74.4,1.42,1.6,10464.93,4165.06,1839.51,1118.02,32.56,51.95,47.12,46.75,53.69
2009-12-23,2009,1091.9,17.15,26.15,86.36,5.82,76.67,1.43,1.6,10466.44,4183.53,1851.99,1120.59,33.43,52.96,48.91,48.04,55.03
2009-12-24,2009,1104.6,17.38,26.6,86.36,5.64,78.05,1.44,1.6,10520.09,4187.86,1869.84,1126.48,33.73,53.8,48.85,47.98,55.15
2009-12-25,2009,1105.25,17.439999999999998,26.85,86.36,5.8149999999999995,78.41,1.44,1.6,10533.585,4175.674999999999,1874.01,1127.13,33.489999999999995,53.584999999999994,48.54,47.894999999999996,54.76
2009-12-28,2009,1105.9,17.5,27.1,86.36,5.99,78.77,1.44,1.6,10547.08,4163.49,1878.18,1127.78,33.25,53.37,48.23,47.81,54.37
2009-12-29,2009,1098.6,17.08,26.9,86.36,5.81,78.87,1.44,1.59,10545.41,4188.16,1872.02,1126.2,32.93,54.0,47.4,47.76,54.35
2009-12-30,2009,1092.0,16.77,27.12,86.36,5.71,79.28,1.43,1.61,10548.51,4176.51,1878.65,1126.42,32.99,54.62,46.67,47.59,53.96
2009-12-31,2009,1096.6,16.84,27.3,86.36,5.57,79.36,1.43,1.62,10428.05,4099.63,1860.31,1115.1,32.91,53.85,47.09,47.31,54.0
2010-01-01,2010,1106.35,17.130000000000003,28.25,100.14,5.725,80.435,1.43,1.62,10506.005,4115.225,1873.505,1124.045,33.67,54.94,47.545,47.88,55.105000000000004
2010-01-04,2010,1116.1,17.42,29.2,100.14,5.88,81.51,1.44,1.61,10583.96,4130.82,1886.7,1132.99,34.43,56.03,48.0,48.45,56.21
2010-01-05,2010,1117.1,17.76,30.1,100.14,5.64,81.77,1.44,1.6,10572.02,4172.64,1888.43,1136.52,34.77,56.9,47.87,48.58,56.9
2010-01-06,2010,1137.45,18.2,29.76,100.14,6.01,83.18,1.44,1.6,10573.68,4147.3,1878.42,1137.14,35.9,58.64,48.75,49.61,58.29
2010-01-07,2010,1130.45,18.23,28.87,100.14,5.81,82.66,1.43,1.59,10606.86,4135.75,1876.72,1141.69,35.56,58.65,48.37,49.29,57.75
2010-01-08,2010,1137.0,18.48,29.75,100.14,5.75,82.75,1.44,1.6,10618.19,4222.26,1892.59,1144.98,36.26,59.3,49.65,49.62,59.38
2010-01-11,2010,1150.4,18.55,30.57,100.14,5.45,82.52,1.45,1.61,10663.99,4262.86,1886.24,1146.98,36.3,58.78,50.02,50.18,59.5
2010-01-12,2010,1127.55,18.25,29.99,100.14,5.59,80.79,1.45,1.62,10627.26,4203.53,1861.79,1136.22,34.78,57.04,48.44,48.52,57.59
2010-01-13,2010,1136.45,18.62,29.94,100.14,5.73,79.65,1.45,1.63,10680.77,4226.74,1886.13,1145.68,34.51,58.49,48.79,48.75,58.7
2010-01-14,2010,1140.95,18.66,29.54,100.14,5.59,79.39,1.45,1.63,10710.55,4230.91,1886.52,1148.46,34.0,59.46,48.04,48.42,58.44
2010-01-15,2010,1130.25,18.39,29.0,100.14,5.69,78.0,1.44,1.63,10609.65,4180.79,1864.52,1136.03,33.23,58.41,47.21,47.61,57.44
2010-01-18,2010,1132.93,18.64,29.165,100.14,5.625,78.50999999999999,1.44,1.63,10667.54,4191.245,1880.0,1143.13,33.455,59.18,47.445,48.025,57.724999999999994
2010-01-19,2010,1137.5,18.76,29.33,100.14,5.56,79.02,1.43,1.64,10725.43,4201.7,1895.48,1150.23,33.68,59.95,47.68,48.44,58.01
2010-01-20,2010,1111.15,17.89,28.39,100.14,5.5,77.62,1.41,1.63,10603.15,4148.53,1867.95,1138.04,32.36,57.28,46.2,46.41,55.69
2010-01-21,2010,1093.45,17.39,26.92,100.14,5.62,76.08,1.41,1.62,10389.88,4093.82,1850.57,1116.48,30.57,53.24,44.06,44.44,53.08
2010-01-22,2010,1092.3,17.04,26.26,100.14,5.82,74.54,1.41,1.61,10172.98,4005.08,1794.82,1091.76,29.66,51.7,44.5,44.43,53.73
2010-01-25,2010,1097.5,17.14,27.23,100.14,5.72,75.26,1.42,1.62,10196.86,4025.38,1802.39,1096.78,30.06,52.47,44.37,44.13,53.04
2010-01-26,2010,1097.25,16.78,27.08,100.14,5.48,74.71,1.41,1.61,10194.29,4014.55,1803.86,1092.17,29.17,51.12,43.87,44.24,53.08
2010-01-27,2010,1087.95,16.6,27.14,100.14,5.27,73.67,1.4,1.62,10236.16,4034.39,1818.9,1097.5,29.02,50.94,44.08,44.19,52.72
2010-01-28,2010,1085.3,16.23,26.41,100.14,5.14,73.64,1.4,1.61,10120.46,3940.25,1771.1,1084.53,27.62,49.2,43.72,43.99,52.64
2010-01-29,2010,1080.05,16.2,25.51,100.14,5.13,72.89,1.39,1.6,10067.33,3895.53,1741.04,1073.87,26.63,48.51,42.62,42.86,50.67
2010-02-01,2010,1105.95,16.68,25.5,98.16,5.43,74.43,1.39,1.6,10185.53,3962.24,1760.72,1089.19,28.55,51.65,44.35,45.54,53.74
2010-02-02,2010,1113.8,16.71,26.63,98.16,5.45,77.23,1.4,1.6,10296.85,3993.12,1776.92,1103.32,29.4,52.72,43.76,45.27,54.13
2010-02-03,2010,1109.85,16.38,26.85,98.16,5.42,76.98,1.39,1.59,10270.55,3937.81,1784.7,1097.28,27.98,51.32,43.46,45.87,53.72
2010-02-04,2010,1064.2,15.27,24.85,98.16,5.42,73.14,1.37,1.58,10002.18,3813.91,1732.99,1063.11,26.78,48.23,41.87,43.54,50.43
2010-02-05,2010,1065.3,15.15,23.89,98.16,5.52,71.19,1.37,1.56,10012.23,3822.2,1746.12,1066.19,27.79,48.83,44.39,46.23,54.22
2010-02-08,2010,1061.8,15.0,23.61,98.16,5.4,71.89,1.37,1.56,9908.39,3792.89,1734.88,1056.74,27.35,46.9,42.49,44.41,52.29
2010-02-09,2010,1077.65,15.46,24.74,98.16,5.29,73.75,1.38,1.57,10058.64,3869.88,1753.84,1070.52,28.22,50.07,43.7,45.82,54.61
2010-02-10,2010,1070.9,15.19,24.44,98.16,5.29,74.52,1.37,1.56,10038.38,3856.14,1749.76,1068.13,28.02,49.8,43.24,45.33,55.39
2010-02-11,2010,1092.0,15.6,24.85,98.16,5.4,75.28,1.37,1.57,10144.19,3923.16,1775.74,1078.47,29.57,51.6,44.05,46.76,57.98
2010-02-12,2010,1092.55,15.52,24.05,98.16,5.47,74.13,1.36,1.57,10099.14,3917.56,1779.11,1075.51,29.92,50.76,43.7,46.53,58.13
2010-02-15,2010,1100.0,15.54,24.325000000000003,98.16,5.39,75.57,1.36,1.57,10183.974999999999,3957.71,1790.585,1085.19,30.65,51.86,44.040000000000006,46.975,58.955
2010-02-16,2010,1118.0,16.12,24.6,98.16,5.31,77.01,1.38,1.58,10268.81,3997.86,1802.06,1094.87,31.38,52.96,44.38,47.42,59.78
2010-02-17,2010,1108.25,15.91,25.8,98.16,5.39,77.33,1.36,1.57,10309.24,4007.62,1810.86,1099.51,30.29,53.81,44.06,47.24,59.08
2010-02-18,2010,1108.63,15.84,26.0,98.16,5.17,79.06,1.36,1.56,10392.9,4005.89,1823.39,1106.75,30.8,53.95,44.0,48.41,60.28
2010-02-19,2010,1118.45,16.31,25.59,98.16,5.04,79.81,1.36,1.55,10402.35,4060.52,1823.32,1109.17,31.01,53.33,44.64,48.54,58.35
2010-02-22,2010,1112.95,16.22,25.01,98.16,4.89,80.16,1.36,1.55,10383.38,4090.99,1817.63,1108.01,30.49,53.63,44.01,47.73,58.03
2010-02-23,2010,1102.3,15.83,23.9,98.16,4.78,78.86,1.35,1.54,10282.41,4065.82,1793.82,1094.6,29.43,52.14,42.8,46.58,55.57
2010-02-24,2010,1095.38,15.93,23.6,98.16,4.82,80.0,1.35,1.54,10374.16,4095.79,1812.51,1105.24,29.05,51.46,42.93,46.48,55.62
2010-02-25,2010,1106.05,16.13,23.58,98.16,4.77,78.17,1.36,1.53,10321.03,4113.81,1812.91,1102.94,28.83,51.14,44.1,49.02,57.24
2010-02-26,2010,1116.85,16.46,24.5,98.16,4.81,79.66,1.36,1.52,10325.26,4134.57,1818.68,1104.49,29.36,51.95,44.94,49.28,57.57
2010-03-01,2010,1116.3,16.43,24.78,100.1,4.68,78.7,1.36,1.5,10403.79,4169.44,1846.4,1115.71,30.08,52.67,45.46,50.28,58.77
2010-03-02,2010,1133.18,16.91,24.75,100.1,4.71,79.68,1.36,1.5,10405.98,4149.07,1851.21,1118.31,30.11,53.21,46.86,51.7,60.12
2010-03-03,2010,1139.3,17.16,25.7,100.1,4.76,80.87,1.37,1.51,10396.76,4148.07,1851.57,1118.79,30.19,54.92,46.51,51.94,60.81
2010-03-04,2010,1131.25,17.12,25.71,100.1,4.58,80.21,1.36,1.5,10444.14,4160.18,1859.72,1122.97,30.49,54.55,46.25,50.86,60.0
2010-03-05,2010,1133.9,17.34,26.1,100.1,4.59,81.5,1.36,1.51,10566.2,4195.84,1888.56,1138.7,31.37,56.57,46.59,51.55,60.8
2010-03-08,2010,1123.63,17.23,26.29,100.1,4.53,81.87,1.36,1.51,10552.52,4214.14,1890.89,1138.5,31.6,56.12,46.28,51.06,60.07
2010-03-09,2010,1120.5,17.26,26.35,100.1,4.52,81.49,1.36,1.5,10564.38,4269.16,1901.38,1140.45,31.46,55.77,46.04,51.17,59.12
2010-03-10,2010,1107.55,17.02,26.5,100.1,4.56,82.09,1.37,1.5,10567.33,4295.72,1917.35,1145.61,31.51,56.12,45.03,50.27,58.12
2010-03-11,2010,1108.68,17.15,26.41,100.1,4.44,82.11,1.37,1.51,10611.84,4320.38,1923.81,1150.24,31.22,56.06,45.68,50.42,59.29
2010-03-12,2010,1100.85,17.05,26.6,100.1,4.4,81.24,1.38,1.52,10624.69,4325.35,1924.43,1149.99,32.04,56.2,45.48,50.04,58.34
2010-03-15,2010,1108.2,17.13,26.7,100.1,4.39,79.8,1.37,1.51,10642.15,4331.26,1920.09,1150.51,31.3,55.58,45.75,49.73,57.99
2010-03-16,2010,1126.65,17.44,26.61,100.1,4.35,81.7,1.38,1.52,10685.98,4374.12,1932.24,1159.46,32.15,56.67,47.05,51.34,59.79
2010-03-17,2010,1119.47,17.46,26.75,100.1,4.3,82.93,1.37,1.53,10733.67,4378.41,1936.22,1166.21,32.47,57.37,47.32,51.23,59.99
2010-03-18,2010,1126.33,17.41,28.17,100.1,4.08,82.2,1.36,1.52,10779.17,4422.5,1943.94,1165.83,31.74,56.92,48.32,51.27,59.21
2010-03-19,2010,1105.95,16.98,27.54,100.1,4.17,80.68,1.35,1.5,10741.98,4373.73,1932.43,1159.9,30.75,55.46,48.01,50.76,57.65
2010-03-22,2010,1101.15,16.96,27.76,100.1,4.08,81.25,1.36,1.51,10785.89,4381.31,1949.59,1165.81,31.14,56.54,47.31,51.4,57.49
2010-03-23,2010,1104.1,17.02,27.4,100.1,4.13,81.91,1.35,1.5,10888.83,4410.39,1963.2,1174.17,31.82,58.12,47.66,51.45,57.97
2010-03-24,2010,1085.63,16.56,26.95,100.1,4.11,80.61,1.33,1.49,10836.15,4362.06,1951.84,1167.72,30.98,57.61,45.75,49.72,55.32
2010-03-25,2010,1089.47,16.61,27.12,100.1,3.98,80.53,1.33,1.48,10841.21,4334.55,1949.15,1165.73,30.51,56.54,44.68,48.35,54.23
2010-03-26,2010,1106.47,16.91,26.95,100.1,3.87,80.0,1.34,1.49,10850.36,4339.91,1952.63,1166.59,30.9,57.78,45.87,49.38,55.57
2010-03-29,2010,1108.2,17.39,28.15,100.1,3.84,82.17,1.35,1.5,10895.86,4376.74,1961.22,1173.22,32.11,58.9,46.23,50.37,56.11
2010-03-30,2010,1102.88,17.27,28.72,100.1,3.97,82.37,1.34,1.51,10907.42,4388.35,1967.96,1173.27,31.91,59.38,45.5,50.74,54.94
2010-03-31,2010,1112.68,17.5,29.15,100.1,3.87,83.76,1.35,1.52,10856.63,4374.62,1958.34,1169.43,31.67,59.18,46.21,50.93,55.67
2010-04-01,2010,1125.58,17.93,29.46,104.96,4.09,84.87,1.36,1.53,10927.07,4392.48,1959.56,1178.1,33.03,61.08,49.04,52.91,57.57
2010-04-02,2010,1119.95,17.82,29.615000000000002,104.96,4.1850000000000005,85.745,1.35,1.52,10950.31,4403.945,1968.695,1182.77,33.650000000000006,61.32,49.56,53.36,57.97
2010-04-05,2010,1129.95,18.07,29.77,104.96,4.28,86.62,1.35,1.53,10973.55,4415.41,1977.83,1187.44,34.27,61.56,50.08,53.81,58.37
2010-04-06,2010,1133.2,17.91,30.1,104.96,4.1,86.84,1.34,1.53,10969.99,4431.42,1981.95,1189.44,34.49,61.55,49.88,53.27,58.23
2010-04-07,2010,1146.95,18.14,30.5,104.96,4.02,85.88,1.33,1.52,10897.52,4395.99,1977.3,1182.45,34.03,60.44,50.68,54.09,59.93
2010-04-08,2010,1150.13,18.07,30.4,104.96,3.91,85.39,1.34,1.53,10927.07,4456.7,1980.73,1186.44,34.49,60.59,50.97,53.9,60.06
2010-04-09,2010,1160.95,18.4,30.5,104.96,4.07,84.92,1.35,1.54,10997.35,4507.65,1994.43,1194.37,34.89,60.69,51.5,54.21,61.12
2010-04-12,2010,1154.63,18.21,30.59,104.96,4.01,84.34,1.36,1.54,11005.97,4520.7,1995.65,1196.48,34.91,60.64,51.33,53.55,60.39
2010-04-13,2010,1150.2,18.21,28.65,104.96,4.16,84.05,1.36,1.54,11019.42,4536.66,2003.81,1197.3,35.03,60.28,49.65,53.78,59.67
2010-04-14,2010,1154.68,18.43,29.75,104.96,4.2,85.84,1.37,1.55,11123.11,4645.03,2028.82,1210.65,35.11,61.6,49.41,53.55,61.09
2010-04-15,2010,1157.58,18.39,29.87,104.96,3.98,85.51,1.36,1.55,11144.57,4724.93,2038.64,1211.67,34.3,60.53,49.08,53.03,60.49
2010-04-16,2010,1136.45,17.73,28.78,104.96,4.04,83.24,1.35,1.54,11018.66,4645.75,2012.84,1192.13,33.27,58.74,48.04,52.15,59.51
2010-04-19,2010,1134.38,17.68,27.8,104.96,3.94,81.45,1.35,1.53,11092.05,4608.59,2013.53,1197.52,32.63,58.76,47.71,52.22,59.13
2010-04-20,2010,1139.3,17.84,28.9,104.96,3.98,83.45,1.34,1.54,11117.06,4656.24,2023.6,1207.17,32.0,58.38,47.26,51.53,59.34
2010-04-21,2010,1145.35,18.05,28.92,104.96,3.96,83.68,1.34,1.54,11124.92,4670.47,2034.53,1205.94,31.55,57.56,47.58,51.91,60.21
2010-04-22,2010,1140.35,17.98,27.9,104.96,4.13,83.7,1.33,1.54,11134.29,4706.57,2045.16,1208.67,31.53,57.5,48.07,52.44,60.28
2010-04-23,2010,1156.8,18.32,28.0,104.96,4.26,85.12,1.34,1.54,11204.28,4751.33,2055.33,1217.28,31.46,58.22,48.94,53.1,61.38
2010-04-26,2010,1152.5,18.29,28.49,104.96,4.26,84.2,1.34,1.55,11205.03,4756.35,2049.09,1212.05,31.98,58.58,48.35,53.19,61.16
2010-04-27,2010,1167.72,18.16,27.54,104.96,4.22,82.44,1.32,1.52,10991.99,4637.6,2006.25,1183.71,30.58,54.91,48.67,53.26,61.07
2010-04-28,2010,1164.43,18.1,27.8,104.96,4.27,83.22,1.32,1.52,11045.27,4657.75,2007.59,1191.36,30.56,54.54,50.37,54.77,63.62
2010-04-29,2010,1166.3,18.45,28.15,104.96,3.98,85.17,1.32,1.53,11167.32,4762.71,2042.89,1206.78,31.19,53.97,50.98,55.8,63.77
2010-04-30,2010,1178.05,18.65,28.4,104.96,3.92,86.15,1.33,1.53,11008.61,4670.92,2000.63,1186.69,30.58,50.86,51.18,56.08,63.16
2010-05-03,2010,1181.35,18.8,28.63,104.96,4.0,86.19,1.32,1.52,11151.83,4806.01,2031.6,1202.26,30.07,47.92,50.93,54.93,62.79
2010-05-04,2010,1171.53,17.87,26.73,104.96,4.01,82.74,1.3,1.51,10926.77,4621.14,1968.97,1173.6,28.86,48.03,49.19,54.28,62.19
2010-05-05,2010,1174.58,17.48,25.7,104.96,3.99,79.97,1.28,1.51,10866.83,4557.09,1958.26,1165.87,28.98,48.27,48.73,53.52,62.08
2010-05-06,2010,1207.45,17.66,24.1,104.96,3.93,77.11,1.27,1.48,10520.32,4412.12,1893.75,1128.15,27.53,45.36,50.33,54.64,63.02
2010-05-07,2010,1207.1,18.36,24.3,104.96,4.01,75.11,1.28,1.48,10380.43,4298.12,1849.44,1110.88,27.42,45.93,49.1,53.39,62.8
2010-05-10,2010,1201.2,18.5,26.48,104.96,4.17,76.8,1.28,1.48,10785.14,4535.83,1942.61,1159.73,29.72,49.83,49.59,55.49,63.15
2010-05-11,2010,1229.55,19.29,26.22,104.96,4.13,76.37,1.27,1.5,10748.26,4561.05,1940.48,1155.79,29.19,48.47,51.45,58.2,65.34
2010-05-12,2010,1236.6,19.5,27.78,104.96,4.28,75.65,1.26,1.48,10896.91,4657.86,1975.58,1171.67,29.8,49.17,52.34,58.71,65.09
2010-05-13,2010,1231.72,19.42,27.05,104.96,4.34,74.4,1.25,1.46,10782.95,4573.77,1945.52,1157.44,29.2,49.06,52.11,57.13,63.95
2010-05-14,2010,1231.15,19.32,25.51,104.96,4.31,71.61,1.24,1.45,10620.16,4487.73,1907.1,1135.68,28.31,47.14,51.87,57.68,64.37
2010-05-17,2010,1223.0,18.91,26.0,104.96,4.4,70.08,1.24,1.45,10625.83,4479.08,1915.45,1136.94,27.48,45.63,51.18,57.04,62.9
2010-05-18,2010,1220.75,18.95,24.95,104.96,4.34,69.41,1.22,1.43,10510.95,4420.38,1887.06,1120.8,27.1,44.73,50.97,56.06,62.5
2010-05-19,2010,1190.85,18.2,24.1,104.96,4.16,69.87,1.24,1.45,10444.37,4374.84,1873.42,1115.05,26.96,43.68,49.6,54.51,59.61
2010-05-20,2010,1182.15,17.66,22.45,104.96,4.11,68.01,1.25,1.44,10068.01,4160.51,1800.12,1071.59,26.19,39.87,47.56,52.07,56.76
2010-05-21,2010,1176.13,17.66,22.79,104.96,4.04,70.04,1.26,1.45,10193.39,4241.59,1822.77,1087.69,27.85,42.48,47.74,52.34,56.56
2010-05-24,2010,1190.95,17.88,23.5,104.96,4.02,70.21,1.24,1.44,10066.57,4199.52,1815.28,1073.65,27.21,42.08,48.31,52.34,56.63
2010-05-25,2010,1200.07,17.95,23.22,104.96,4.05,68.75,1.24,1.44,10043.75,4199.57,1815.68,1074.03,27.77,42.86,50.01,53.54,58.46
2010-05-26,2010,1210.1,18.07,23.6,104.96,4.16,71.51,1.22,1.44,9974.45,4247.28,1796.47,1067.95,27.62,43.33,49.63,53.16,57.92
2010-05-27,2010,1209.63,18.49,25.78,104.96,4.29,74.55,1.24,1.46,10258.99,4381.98,1862.71,1103.06,29.76,47.31,50.72,54.93,59.01
2010-05-28,2010,1213.38,18.41,25.0,104.96,4.34,73.97,1.23,1.45,10136.63,4336.06,1852.39,1089.41,29.48,46.1,50.14,53.82,58.58
2010-05-31,2010,1216.4,18.57,24.58,104.96,4.295,73.275,1.23,1.45,10080.325,4284.42,1843.7150000000001,1080.06,28.695,45.425,49.405,54.230000000000004,58.215
2010-06-01,2010,1224.4,18.41,24.16,104.48,4.25,72.58,1.22,1.46,10024.02,4232.78,1835.04,1070.71,27.91,44.75,48.67,54.64,57.85
2010-06-02,2010,1222.82,18.34,25.64,104.48,4.42,72.86,1.23,1.46,10249.54,4364.63,1879.59,1098.38,29.6,46.71,50.41,55.71,59.85
2010-06-03,2010,1207.1,17.98,24.75,104.48,4.69,74.61,1.22,1.46,10255.28,4380.81,1895.66,1102.83,29.02,46.36,49.3,54.32,58.92
2010-06-04,2010,1218.85,17.46,22.82,104.48,4.8,71.51,1.2,1.45,9931.97,4157.17,1832.04,1064.88,27.27,43.88,49.17,53.72,57.69
2010-06-07,2010,1239.0,18.11,22.5,104.48,4.92,71.44,1.19,1.45,9816.49,4037.98,1798.16,1050.47,26.25,43.28,50.32,55.16,59.32
2010-06-08,2010,1234.3,18.27,23.5,104.48,4.81,71.99,1.2,1.45,9939.98,4089.7,1795.7,1062.0,27.89,44.9,50.99,56.45,59.85
2010-06-09,2010,1231.55,18.11,23.49,104.48,4.68,74.38,1.2,1.45,9899.25,4093.11,1778.92,1055.69,28.26,44.76,51.06,55.7,58.62
2010-06-10,2010,1216.85,18.23,24.25,104.48,4.65,75.48,1.21,1.47,10172.53,4271.11,1830.09,1086.84,30.05,48.18,51.34,56.11,59.72
2010-06-11,2010,1225.55,18.23,23.98,104.48,4.78,73.78,1.21,1.45,10211.07,4319.88,1847.15,1091.6,30.56,47.29,51.68,56.25,60.27
2010-06-14,2010,1221.2,18.23,24.3,104.48,5.01,75.12,1.22,1.47,10190.89,4342.09,1845.48,1089.63,30.41,47.99,51.1,54.94,59.07
2010-06-15,2010,1233.55,18.55,25.85,104.48,5.19,76.94,1.23,1.48,10404.77,4467.25,1897.48,1115.23,31.38,49.95,52.55,56.33,61.03
2010-06-16,2010,1230.85,18.46,25.7,104.48,4.98,77.67,1.23,1.47,10409.46,4419.26,1905.31,1114.61,30.95,49.58,52.28,58.33,62.13
2010-06-17,2010,1244.3,18.71,26.2,104.48,5.16,76.79,1.24,1.48,10434.17,4427.85,1910.65,1116.04,30.36,49.2,53.36,59.68,63.66
2010-06-18,2010,1255.88,19.16,25.3,104.48,5.0,77.18,1.24,1.48,10450.64,4433.6,1913.48,1117.51,30.32,49.47,53.79,61.25,64.78
2010-06-21,2010,1231.07,18.73,25.95,104.48,4.87,77.82,1.23,1.47,10442.41,4433.6,1895.84,1113.2,31.01,50.71,53.35,59.48,62.53
2010-06-22,2010,1238.35,18.8,25.31,104.48,4.76,77.21,1.23,1.48,10293.52,4262.68,1880.54,1095.31,30.15,49.89,51.28,59.52,61.77
2010-06-23,2010,1236.5,18.52,25.17,104.48,4.8,76.35,1.23,1.5,10298.44,4265.81,1874.42,1092.04,30.12,51.05,48.63,59.08,61.5
2010-06-24,2010,1243.7,18.68,24.25,104.48,4.75,76.51,1.23,1.49,10152.8,4207.0,1844.59,1073.69,29.14,48.99,48.48,58.95,61.37
2010-06-25,2010,1254.5,19.06,24.96,104.48,4.86,78.86,1.24,1.51,10143.81,4241.2,1838.52,1076.76,29.59,48.78,49.8,61.67,62.7
2010-06-28,2010,1237.03,18.73,24.76,104.48,4.72,78.25,1.23,1.51,10138.52,4211.01,1836.0,1074.57,28.87,48.4,49.38,61.46,62.16
2010-06-29,2010,1239.85,18.53,23.69,104.48,4.55,75.94,1.22,1.51,9870.3,4041.49,1764.06,1041.24,27.03,45.42,48.6,61.15,60.87
2010-06-30,2010,1241.15,18.61,23.32,104.48,4.62,75.63,1.22,1.49,9774.02,4007.84,1739.14,1030.71,26.54,43.6,48.0,61.74,60.78
2010-07-01,2010,1199.03,17.96,23.09,102.86,4.85,72.95,1.25,1.52,9732.53,4022.3,1734.41,1027.37,26.53,44.26,45.93,58.99,57.6
2010-07-02,2010,1210.45,17.91,23.51,102.86,4.69,72.14,1.26,1.52,9686.48,3932.4,1728.34,1022.58,26.44,44.33,45.54,58.76,57.5
2010-07-05,2010,1208.03,17.91,23.805,102.86,4.6850000000000005,72.06,1.25,1.51,9715.05,3919.315,1731.51,1025.32,26.85,44.905,45.235,58.69,57.1
2010-07-06,2010,1193.53,17.91,24.1,102.86,4.68,71.98,1.26,1.52,9743.62,3906.23,1734.68,1028.06,27.26,45.48,44.93,58.62,56.7
2010-07-07,2010,1201.7,18.05,24.35,102.86,4.57,74.07,1.26,1.52,10018.28,4058.62,1789.72,1060.27,28.91,46.88,45.68,59.99,57.98
